ship,k,row,value
0,0,0,1051
0,0,1,954
0,0,2,1013
0,0,3,1102
0,0,4,1063
0,0,5,1057
0,0,6,904
0,0,7,971
0,0,8,1167
0,0,9,1111
0,0,10,1100
0,0,11,1166
0,0,12,959
0,0,13,1120
0,0,14,1086
0,0,15,931
0,0,16,1184
0,0,17,904
0,0,18,950
0,0,19,1189
0,1,0,916
0,1,1,1099
0,1,2,1113
0,1,3,996
0,1,4,1148
0,1,5,1138
0,1,6,911
0,1,7,978
0,1,8,1054
0,1,9,957
0,1,10,1058
0,1,11,933
0,1,12,1031
0,1,13,911
0,1,14,1058
0,1,15,1189
0,1,16,938
0,1,17,1078
0,1,18,1095
0,1,19,1154
0,2,0,1146
0,2,1,1035
0,2,2,1110
0,2,3,991
0,2,4,1142
0,2,5,1042
0,2,6,1175
0,2,7,1096
0,2,8,1088
0,2,9,946
0,2,10,1004
0,2,11,1024
0,2,12,911
0,2,13,1108
0,2,14,1116
0,2,15,1161
0,2,16,1153
0,2,17,985
0,2,18,1106
0,2,19,1127
1,0,0,1054
1,0,1,988
1,0,2,1054
1,0,3,964
1,0,4,1024
1,0,5,1020
1,0,6,1153
1,0,7,1143
1,0,8,1132
1,0,9,1038
1,0,10,960
1,0,11,1001
1,0,12,1150
1,0,13,946
1,0,14,1132
1,0,15,1070
1,0,16,1119
1,0,17,1156
1,0,18,1010
1,0,19,1151
1,1,0,955
1,1,1,1159
1,1,2,1066
1,1,3,1047
1,1,4,1131
1,1,5,924
1,1,6,920
1,1,7,1089
1,1,8,1067
1,1,9,1037
1,1,10,1196
1,1,11,909
1,1,12,924
1,1,13,1109
1,1,14,1079
1,1,15,922
1,1,16,1177
1,1,17,942
1,1,18,1103
1,1,19,1071
1,2,0,934
1,2,1,1149
1,2,2,981
1,2,3,923
1,2,4,1069
1,2,5,929
1,2,6,948
1,2,7,938
1,2,8,1072
1,2,9,944
1,2,10,978
1,2,11,1105
1,2,12,1035
1,2,13,1184
1,2,14,1004
1,2,15,973
1,2,16,1027
1,2,17,1167
1,2,18,1012
1,2,19,941
2,0,0,1003
2,0,1,950
2,0,2,1018
2,0,3,940
2,0,4,1145
2,0,5,1031
2,0,6,1094
2,0,7,1090
2,0,8,1093
2,0,9,950
2,0,10,1185
2,0,11,1188
2,0,12,1033
2,0,13,1098
2,0,14,929
2,0,15,989
2,0,16,1044
2,0,17,1001
2,0,18,1045
2,0,19,1130
2,1,0,975
2,1,1,1087
2,1,2,948
2,1,3,1091
2,1,4,1004
2,1,5,1102
2,1,6,1036
2,1,7,1155
2,1,8,1114
2,1,9,1083
2,1,10,931
2,1,11,1052
2,1,12,1200
2,1,13,1010
2,1,14,924
2,1,15,1172
2,1,16,1096
2,1,17,1065
2,1,18,1192
2,1,19,1013
2,2,0,976
2,2,1,1018
2,2,2,908
2,2,3,917
2,2,4,1015
2,2,5,1029
2,2,6,1112
2,2,7,1112
2,2,8,1157
2,2,9,1099
2,2,10,984
2,2,11,952
2,2,12,915
2,2,13,992
2,2,14,1138
2,2,15,1106
2,2,16,1043
2,2,17,926
2,2,18,1021
2,2,19,971
3,0,0,1065
3,0,1,1011
3,0,2,1139
3,0,3,1045
3,0,4,923
3,0,5,1039
3,0,6,938
3,0,7,1180
3,0,8,967
3,0,9,901
3,0,10,970
3,0,11,998
3,0,12,980
3,0,13,1128
3,0,14,951
3,0,15,1126
3,0,16,1104
3,0,17,1031
3,0,18,1071
3,0,19,1194
3,1,0,1094
3,1,1,984
3,1,2,1126
3,1,3,1178
3,1,4,1142
3,1,5,1055
3,1,6,1106
3,1,7,1185
3,1,8,990
3,1,9,991
3,1,10,1044
3,1,11,1114
3,1,12,1031
3,1,13,1099
3,1,14,908
3,1,15,958
3,1,16,926
3,1,17,999
3,1,18,1099
3,1,19,1065
3,2,0,1057
3,2,1,924
3,2,2,1023
3,2,3,1053
3,2,4,990
3,2,5,915
3,2,6,1091
3,2,7,1109
3,2,8,1159
3,2,9,956
3,2,10,989
3,2,11,1076
3,2,12,1042
3,2,13,938
3,2,14,1134
3,2,15,927
3,2,16,926
3,2,17,982
3,2,18,1125
3,2,19,1008
4,0,0,903
4,0,1,981
4,0,2,1114
4,0,3,908
4,0,4,931
4,0,5,1157
4,0,6,1198
4,0,7,1073
4,0,8,910
4,0,9,1082
4,0,10,917
4,0,11,1167
4,0,12,1055
4,0,13,1072
4,0,14,1067
4,0,15,1004
4,0,16,911
4,0,17,1100
4,0,18,1155
4,0,19,1062
4,1,0,1000
4,1,1,1104
4,1,2,962
4,1,3,1113
4,1,4,1078
4,1,5,1004
4,1,6,1079
4,1,7,1156
4,1,8,1097
4,1,9,937
4,1,10,1186
4,1,11,900
4,1,12,1157
4,1,13,1015
4,1,14,972
4,1,15,1105
4,1,16,991
4,1,17,907
4,1,18,980
4,1,19,905
4,2,0,1041
4,2,1,1196
4,2,2,1001
4,2,3,1072
4,2,4,1170
4,2,5,914
4,2,6,1004
4,2,7,987
4,2,8,1181
4,2,9,1077
4,2,10,943
4,2,11,1199
4,2,12,1165
4,2,13,923
4,2,14,1145
4,2,15,1144
4,2,16,1109
4,2,17,1090
4,2,18,982
4,2,19,1110
