ship,k,row,value
0,0,0,1188
0,0,1,1190
0,0,2,985
0,0,3,947
0,0,4,1000
0,0,5,1090
0,0,6,1105
0,0,7,981
0,0,8,987
0,0,9,1121
0,0,10,1114
0,0,11,951
0,0,12,937
0,0,13,1013
0,0,14,1120
0,0,15,1063
0,0,16,1168
0,0,17,1083
0,0,18,925
0,0,19,1162
0,1,0,1058
0,1,1,1055
0,1,2,1191
0,1,3,984
0,1,4,948
0,1,5,1021
0,1,6,1031
0,1,7,994
0,1,8,1182
0,1,9,965
0,1,10,1164
0,1,11,1122
0,1,12,1058
0,1,13,930
0,1,14,1038
0,1,15,1152
0,1,16,967
0,1,17,1128
0,1,18,921
0,1,19,1123
0,2,0,1150
0,2,1,984
0,2,2,953
0,2,3,1042
0,2,4,1079
0,2,5,963
0,2,6,1018
0,2,7,1016
0,2,8,1054
0,2,9,1136
0,2,10,922
0,2,11,1093
0,2,12,1196
0,2,13,1124
0,2,14,1068
0,2,15,1035
0,2,16,903
0,2,17,1101
0,2,18,1145
0,2,19,1064
1,0,0,944
1,0,1,1083
1,0,2,1170
1,0,3,1030
1,0,4,1164
1,0,5,957
1,0,6,950
1,0,7,1069
1,0,8,966
1,0,9,1139
1,0,10,998
1,0,11,1077
1,0,12,1120
1,0,13,1152
1,0,14,1132
1,0,15,1186
1,0,16,1183
1,0,17,1090
1,0,18,1103
1,0,19,910
1,1,0,1020
1,1,1,1144
1,1,2,1075
1,1,3,954
1,1,4,969
1,1,5,1187
1,1,6,1185
1,1,7,1023
1,1,8,1016
1,1,9,943
1,1,10,1118
1,1,11,934
1,1,12,984
1,1,13,1000
1,1,14,1045
1,1,15,1140
1,1,16,1169
1,1,17,981
1,1,18,977
1,1,19,1119
1,2,0,957
1,2,1,984
1,2,2,1134
1,2,3,1107
1,2,4,1172
1,2,5,1112
1,2,6,1052
1,2,7,1168
1,2,8,1075
1,2,9,1061
1,2,10,936
1,2,11,1079
1,2,12,1104
1,2,13,1147
1,2,14,1114
1,2,15,1189
1,2,16,1047
1,2,17,993
1,2,18,966
1,2,19,1169
2,0,0,1118
2,0,1,958
2,0,2,1048
2,0,3,1126
2,0,4,1075
2,0,5,1122
2,0,6,959
2,0,7,1044
2,0,8,1078
2,0,9,997
2,0,10,904
2,0,11,1196
2,0,12,1019
2,0,13,1166
2,0,14,947
2,0,15,1142
2,0,16,1149
2,0,17,1136
2,0,18,1176
2,0,19,1160
2,1,0,1174
2,1,1,952
2,1,2,1165
2,1,3,1057
2,1,4,966
2,1,5,1031
2,1,6,1161
2,1,7,941
2,1,8,910
2,1,9,985
2,1,10,931
2,1,11,959
2,1,12,1102
2,1,13,1092
2,1,14,924
2,1,15,1121
2,1,16,1069
2,1,17,1107
2,1,18,1113
2,1,19,932
2,2,0,1086
2,2,1,1049
2,2,2,1136
2,2,3,994
2,2,4,1056
2,2,5,1072
2,2,6,929
2,2,7,981
2,2,8,1179
2,2,9,1010
2,2,10,1091
2,2,11,1071
2,2,12,1070
2,2,13,996
2,2,14,1044
2,2,15,911
2,2,16,1126
2,2,17,1073
2,2,18,1139
2,2,19,1017
