ship,k,row,value
0,0,0,991
0,0,1,1140
0,0,2,1096
0,0,3,1014
0,0,4,914
0,0,5,943
0,0,6,1047
0,0,7,919
0,0,8,1002
0,0,9,1171
0,0,10,1098
0,0,11,1074
0,0,12,1089
0,0,13,1128
0,0,14,1079
0,0,15,923
0,0,16,1176
0,0,17,1025
0,0,18,1132
0,0,19,968
0,1,0,1083
0,1,1,1047
0,1,2,1032
0,1,3,1078
0,1,4,1134
0,1,5,902
0,1,6,1183
0,1,7,933
0,1,8,1061
0,1,9,981
0,1,10,1141
0,1,11,925
0,1,12,996
0,1,13,971
0,1,14,921
0,1,15,1058
0,1,16,992
0,1,17,1066
0,1,18,1142
0,1,19,991
0,2,0,939
0,2,1,1073
0,2,2,1049
0,2,3,1022
0,2,4,903
0,2,5,1194
0,2,6,952
0,2,7,912
0,2,8,1188
0,2,9,1080
0,2,10,1036
0,2,11,947
0,2,12,1077
0,2,13,1125
0,2,14,1197
0,2,15,916
0,2,16,1179
0,2,17,1048
0,2,18,1160
0,2,19,973
1,0,0,966
1,0,1,907
1,0,2,918
1,0,3,1191
1,0,4,1155
1,0,5,1173
1,0,6,1197
1,0,7,1079
1,0,8,1176
1,0,9,913
1,0,10,1154
1,0,11,1165
1,0,12,1105
1,0,13,965
1,0,14,1002
1,0,15,1188
1,0,16,970
1,0,17,1033
1,0,18,1112
1,0,19,900
1,1,0,1016
1,1,1,1058
1,1,2,1191
1,1,3,1138
1,1,4,936
1,1,5,1012
1,1,6,1016
1,1,7,985
1,1,8,1072
1,1,9,1060
1,1,10,1188
1,1,11,926
1,1,12,904
1,1,13,955
1,1,14,979
1,1,15,1001
1,1,16,996
1,1,17,1194
1,1,18,1014
1,1,19,1002
1,2,0,1131
1,2,1,1185
1,2,2,1006
1,2,3,1194
1,2,4,1135
1,2,5,1097
1,2,6,965
1,2,7,1115
1,2,8,1051
1,2,9,1072
1,2,10,1128
1,2,11,1067
1,2,12,1040
1,2,13,1103
1,2,14,949
1,2,15,1058
1,2,16,935
1,2,17,1141
1,2,18,996
1,2,19,1159
2,0,0,967
2,0,1,1060
2,0,2,1170
2,0,3,1198
2,0,4,1035
2,0,5,911
2,0,6,1169
2,0,7,983
2,0,8,1196
2,0,9,1134
2,0,10,1108
2,0,11,1120
2,0,12,1089
2,0,13,1148
2,0,14,976
2,0,15,1072
2,0,16,1102
2,0,17,1079
2,0,18,902
2,0,19,914
2,1,0,1029
2,1,1,1180
2,1,2,1002
2,1,3,967
2,1,4,1094
2,1,5,1198
2,1,6,1177
2,1,7,1003
2,1,8,985
2,1,9,1185
2,1,10,1063
2,1,11,920
2,1,12,1168
2,1,13,933
2,1,14,955
2,1,15,902
2,1,16,1152
2,1,17,1153
2,1,18,1031
2,1,19,961
2,2,0,1152
2,2,1,987
2,2,2,969
2,2,3,1125
2,2,4,1133
2,2,5,1166
2,2,6,954
2,2,7,1132
2,2,8,1160
2,2,9,960
2,2,10,1129
2,2,11,1027
2,2,12,977
2,2,13,1140
2,2,14,940
2,2,15,1073
2,2,16,990
2,2,17,931
2,2,18,1084
2,2,19,1016
3,0,0,1053
3,0,1,1173
3,0,2,923
3,0,3,1149
3,0,4,1102
3,0,5,948
3,0,6,1110
3,0,7,911
3,0,8,1087
3,0,9,902
3,0,10,997
3,0,11,1044
3,0,12,1196
3,0,13,1089
3,0,14,1146
3,0,15,941
3,0,16,992
3,0,17,1039
3,0,18,1160
3,0,19,1060
3,1,0,953
3,1,1,931
3,1,2,1087
3,1,3,1116
3,1,4,1117
3,1,5,1108
3,1,6,1042
3,1,7,987
3,1,8,1154
3,1,9,1148
3,1,10,1130
3,1,11,1124
3,1,12,911
3,1,13,1197
3,1,14,1067
3,1,15,1135
3,1,16,1043
3,1,17,951
3,1,18,1188
3,1,19,1004
3,2,0,1188
3,2,1,1061
3,2,2,1081
3,2,3,1178
3,2,4,950
3,2,5,920
3,2,6,969
3,2,7,1102
3,2,8,1190
3,2,9,1168
3,2,10,900
3,2,11,1104
3,2,12,1065
3,2,13,962
3,2,14,970
3,2,15,1051
3,2,16,932
3,2,17,1165
3,2,18,1005
3,2,19,1098
4,0,0,915
4,0,1,995
4,0,2,1187
4,0,3,989
4,0,4,1132
4,0,5,908
4,0,6,1195
4,0,7,1179
4,0,8,983
4,0,9,912
4,0,10,967
4,0,11,953
4,0,12,903
4,0,13,1097
4,0,14,964
4,0,15,1099
4,0,16,1034
4,0,17,1120
4,0,18,988
4,0,19,911
4,1,0,934
4,1,1,1038
4,1,2,957
4,1,3,1189
4,1,4,1183
4,1,5,1055
4,1,6,1184
4,1,7,1194
4,1,8,929
4,1,9,963
4,1,10,1144
4,1,11,944
4,1,12,961
4,1,13,1130
4,1,14,990
4,1,15,912
4,1,16,1095
4,1,17,932
4,1,18,1131
4,1,19,957
4,2,0,998
4,2,1,952
4,2,2,948
4,2,3,1003
4,2,4,1053
4,2,5,1185
4,2,6,1000
4,2,7,1171
4,2,8,1097
4,2,9,1110
4,2,10,1176
4,2,11,913
4,2,12,1199
4,2,13,1151
4,2,14,1199
4,2,15,1119
4,2,16,1098
4,2,17,977
4,2,18,1195
4,2,19,986
5,0,0,907
5,0,1,1123
5,0,2,997
5,0,3,958
5,0,4,1188
5,0,5,1037
5,0,6,1142
5,0,7,1104
5,0,8,942
5,0,9,943
5,0,10,1132
5,0,11,1099
5,0,12,906
