ship,k,row,value
0,0,0,1075
0,0,1,901
0,0,2,1140
0,0,3,968
0,0,4,962
0,0,5,1003
0,0,6,1044
0,0,7,934
0,0,8,979
0,0,9,926
0,0,10,1062
0,0,11,936
0,0,12,1106
0,0,13,1031
0,0,14,1139
0,0,15,970
0,0,16,1132
0,0,17,1126
0,0,18,1141
0,0,19,1028
0,1,0,1142
0,1,1,925
0,1,2,1076
0,1,3,1058
0,1,4,917
0,1,5,1063
0,1,6,1090
0,1,7,910
0,1,8,1182
0,1,9,904
0,1,10,1055
0,1,11,941
0,1,12,987
0,1,13,1007
0,1,14,945
0,1,15,1143
0,1,16,1146
0,1,17,985
0,1,18,964
0,1,19,1078
0,2,0,1169
0,2,1,1168
0,2,2,960
0,2,3,992
0,2,4,1195
0,2,5,1035
0,2,6,963
0,2,7,972
0,2,8,981
0,2,9,1165
0,2,10,1058
0,2,11,959
0,2,12,1159
0,2,13,1188
0,2,14,1114
0,2,15,1121
0,2,16,1197
0,2,17,1105
0,2,18,1194
0,2,19,903
1,0,0,1095
1,0,1,921
1,0,2,1118
1,0,3,1049
1,0,4,931
1,0,5,1070
1,0,6,1083
1,0,7,1179
1,0,8,1005
1,0,9,1016
1,0,10,939
1,0,11,1044
1,0,12,1143
1,0,13,1024
1,0,14,1199
1,0,15,923
1,0,16,913
1,0,17,901
1,0,18,1128
1,0,19,1170
1,1,0,982
1,1,1,1075
1,1,2,900
1,1,3,1107
1,1,4,1153
1,1,5,1066
1,1,6,1167
1,1,7,936
1,1,8,1022
1,1,9,901
1,1,10,1032
1,1,11,1142
1,1,12,908
1,1,13,1034
1,1,14,1164
1,1,15,1028
1,1,16,1094
1,1,17,1167
1,1,18,948
1,1,19,910
1,2,0,1086
1,2,1,1199
1,2,2,1167
1,2,3,910
1,2,4,921
1,2,5,1116
1,2,6,926
1,2,7,942
1,2,8,1089
1,2,9,1124
1,2,10,1194
1,2,11,1077
1,2,12,933
1,2,13,932
1,2,14,1189
1,2,15,921
1,2,16,980
1,2,17,1168
1,2,18,1012
1,2,19,973
2,0,0,1015
2,0,1,1143
2,0,2,1047
2,0,3,1114
2,0,4,995
2,0,5,996
2,0,6,1109
2,0,7,1003
2,0,8,1082
2,0,9,1016
2,0,10,985
2,0,11,1023
2,0,12,916
2,0,13,1094
2,0,14,1053
2,0,15,1193
2,0,16,1144
2,0,17,1072
2,0,18,1080
2,0,19,922
2,1,0,1061
2,1,1,989
2,1,2,1001
2,1,3,949
2,1,4,1107
2,1,5,979
2,1,6,1134
2,1,7,923
2,1,8,901
2,1,9,1176
2,1,10,1086
2,1,11,1104
2,1,12,995
2,1,13,1084
2,1,14,967
2,1,15,1005
2,1,16,1067
2,1,17,1097
2,1,18,973
2,1,19,1126
2,2,0,1002
2,2,1,1040
2,2,2,900
2,2,3,982
2,2,4,1137
2,2,5,1020
2,2,6,1128
2,2,7,1197
2,2,8,1157
2,2,9,1099
2,2,10,1095
2,2,11,1145
2,2,12,1003
2,2,13,1076
2,2,14,1007
2,2,15,1085
2,2,16,961
2,2,17,1189
2,2,18,933
2,2,19,1004
3,0,0,1036
3,0,1,971
3,0,2,1099
3,0,3,1088
3,0,4,905
3,0,5,1102
3,0,6,1093
3,0,7,1001
3,0,8,1194
3,0,9,1167
3,0,10,1082
3,0,11,1102
3,0,12,1081
3,0,13,961
3,0,14,1059
3,0,15,1172
3,0,16,978
3,0,17,1062
3,0,18,1051
3,0,19,1127
3,1,0,907
3,1,1,1101
3,1,2,1124
3,1,3,1045
3,1,4,1138
3,1,5,946
3,1,6,970
3,1,7,988
3,1,8,984
3,1,9,913
3,1,10,1172
3,1,11,1027
3,1,12,1127
3,1,13,1162
3,1,14,1144
3,1,15,1105
3,1,16,986
3,1,17,1063
3,1,18,1093
3,1,19,1179
3,2,0,1141
3,2,1,1076
