ship,berth,k,value
0,0,0,5872
0,0,1,10017
0,0,2,10409
0,1,0,8431
0,1,1,6502
0,1,2,6139
0,2,0,9680
0,2,1,6341
0,2,2,10734
0,3,0,10926
0,3,1,7428
0,3,2,9299
0,4,0,10059
0,4,1,10497
0,4,2,9825
0,5,0,9914
0,5,1,8928
0,5,2,7763
1,0,0,10027
1,0,1,6203
1,0,2,5985
1,1,0,10616
1,1,1,10854
1,1,2,9191
1,2,0,10972
1,2,1,10251
1,2,2,10210
1,3,0,5147
1,3,1,5385
1,3,2,8090
1,4,0,8515
1,4,1,8479
1,4,2,10495
1,5,0,5342
1,5,1,6009
1,5,2,7413
2,0,0,5083
2,0,1,6826
2,0,2,6890
2,1,0,10231
2,1,1,10281
2,1,2,9722
2,2,0,10548
2,2,1,5791
2,2,2,8237
2,3,0,9311
2,3,1,10903
2,3,2,10191
2,4,0,8327
2,4,1,7054
2,4,2,8705
2,5,0,10830
2,5,1,5538
2,5,2,7214
3,0,0,6675
3,0,1,6023
3,0,2,8488
3,1,0,8493
3,1,1,8295
3,1,2,6639
3,2,0,7986
3,2,1,10375
3,2,2,5569
3,3,0,10396
3,3,1,9063
3,3,2,10532
3,4,0,5686
3,4,1,7615
3,4,2,9699
3,5,0,10632
3,5,1,10603
3,5,2,10575
4,0,0,6461
4,0,1,7850
4,0,2,6092
4,1,0,9422
4,1,1,9112
4,1,2,7855
4,2,0,10937
4,2,1,6719
4,2,2,8335
4,3,0,6111
4,3,1,8146
4,3,2,5770
4,4,0,9668
4,4,1,9136
4,4,2,6613
4,5,0,7854
4,5,1,6608
4,5,2,6121
5,0,0,8945
5,0,1,8070
5,0,2,6109
5,1,0,5199
5,1,1,10648
5,1,2,6711
5,2,0,7782
5,2,1,5707
5,2,2,6994
5,3,0,7631
5,3,1,5567
5,3,2,5231
5,4,0,9567
5,4,1,6748
5,4,2,5407
5,5,0,6283
5,5,1,6386
5,5,2,8787
6,0,0,5416
6,0,1,10882
6,0,2,9908
6,1,0,8408
6,1,1,9545
6,1,2,5594
6,2,0,7797
6,2,1,6259
6,2,2,6712
6,3,0,7710
6,3,1,8084
6,3,2,5890
6,4,0,6868
6,4,1,5204
6,4,2,9258
6,5,0,6902
6,5,1,7970
6,5,2,9749
7,0,0,10251
7,0,1,10063
7,0,2,9709
7,1,0,6085
7,1,1,8766
7,1,2,7403
7,2,0,10584
7,2,1,6604
7,2,2,8915
7,3,0,6555
7,3,1,10893
7,3,2,6487
7,4,0,8294
7,4,1,6151
7,4,2,10446
7,5,0,6740
7,5,1,9266
7,5,2,7996
8,0,0,7465
8,0,1,7737
8,0,2,8702
8,1,0,9100
8,1,1,10593
8,1,2,6356
8,2,0,7344
8,2,1,9551
8,2,2,9015
8,3,0,8023
8,3,1,8068
8,3,2,7634
8,4,0,9690
8,4,1,7542
8,4,2,8381
8,5,0,10497
8,5,1,5994
8,5,2,5882
9,0,0,7018
9,0,1,6080
9,0,2,7207
9,1,0,10793
9,1,1,6008
9,1,2,8860
9,2,0,9550
9,2,1,8285
9,2,2,10823
9,3,0,7797
9,3,1,10030
9,3,2,7619
9,4,0,9306
9,4,1,6451
9,4,2,5068
9,5,0,5687
9,5,1,6540
9,5,2,5668
10,0,0,6487
10,0,1,5951
10,0,2,5621
10,1,0,6365
10,1,1,8556
10,1,2,5286
10,2,0,10340
10,2,1,7065
10,2,2,7888
10,3,0,10798
10,3,1,7119
10,3,2,9595
10,4,0,6255
10,4,1,5295
10,4,2,9625
10,5,0,9901
10,5,1,9113
10,5,2,7071
11,0,0,7685
11,0,1,5915
11,0,2,8545
11,1,0,7560
11,1,1,6516
11,1,2,8629
11,2,0,7307
11,2,1,7775
11,2,2,10583
11,3,0,5964
11,3,1,6282
11,3,2,9895
11,4,0,8716
11,4,1,6921
11,4,2,8564
11,5,0,7525
11,5,1,5887
11,5,2,5490
12,0,0,7611
12,0,1,6426
12,0,2,5422
12,1,0,5211
12,1,1,6700
12,1,2,9294
12,2,0,9950
12,2,1,5250
12,2,2,7848
12,3,0,9805
12,3,1,6970
12,3,2,6817
12,4,0,9157
12,4,1,8463
12,4,2,9650
12,5,0,9334
12,5,1,5957
12,5,2,9101
13,0,0,7947
13,0,1,5473
13,0,2,9524
13,1,0,10655
13,1,1,6267
13,1,2,8441
13,2,0,10661
13,2,1,10043
13,2,2,7731
13,3,0,6672
13,3,1,6557
13,3,2,10862
13,4,0,6463
13,4,1,6445
13,4,2,7391
13,5,0,10945
13,5,1,10845
13,5,2,7643
14,0,0,6767
14,0,1,10253
14,0,2,7530
14,1,0,9368
14,1,1,9655
14,1,2,7596
14,2,0,7624
14,2,1,10318
14,2,2,9500
14,3,0,6393
14,3,1,7894
14,3,2,6675
14,4,0,10831
14,4,1,8724
14,4,2,6097
14,5,0,9497
14,5,1,8158
14,5,2,10873
15,0,0,5501
15,0,1,6092
15,0,2,10445
15,1,0,9183
15,1,1,10741
15,1,2,10069
15,2,0,8342
15,2,1,9640
15,2,2,7083
15,3,0,8543
15,3,1,7831
15,3,2,8833
15,4,0,10745
15,4,1,8782
15,4,2,10943
15,5,0,10151
15,5,1,5938
15,5,2,7066
16,0,0,6673
16,0,1,6693
16,0,2,10088
16,1,0,8436
16,1,1,9743
16,1,2,8628
16,2,0,9701
16,2,1,7708
16,2,2,7980
16,3,0,8573
16,3,1,9873
16,3,2,6850
16,4,0,10005
16,4,1,11000
16,4,2,10953
16,5,0,6488
16,5,1,8882
16,5,2,9371
17,0,0,8826
17,0,1,5107
17,0,2,8509
17,1,0,9771
17,1,1,9274
17,1,2,6668
17,2,0,8156
17,2,1,9928
17,2,2,10039
17,3,0,5325
17,3,1,9994
17,3,2,9208
17,4,0,9814
17,4,1,10365
17,4,2,10031
17,5,0,7284
17,5,1,10278
17,5,2,8866
18,0,0,7994
18,0,1,10540
18,0,2,8377
18,1,0,10019
18,1,1,5438
18,1,2,10885
18,2,0,6965
18,2,1,7681
18,2,2,7170
18,3,0,7341
18,3,1,6838
18,3,2,6919
18,4,0,10325
18,4,1,6426
18,4,2,7916
18,5,0,9303
18,5,1,10254
18,5,2,5457
19,0,0,10261
19,0,1,8760
19,0,2,6588
19,1,0,6105
19,1,1,9261
19,1,2,6909
19,2,0,8501
19,2,1,5394
19,2,2,10824
19,3,0,7065
19,3,1,5533
19,3,2,7206
19,4,0,10102
19,4,1,10547
19,4,2,7921
19,5,0,10369
19,5,1,7195
19,5,2,10529
20,0,0,5970
