ship,k,row,value
0,0,0,968
0,0,1,985
0,0,2,1074
0,0,3,1001
0,0,4,943
0,0,5,1135
0,0,6,1106
0,0,7,1152
0,0,8,902
0,0,9,1109
0,0,10,1039
0,0,11,943
0,0,12,939
0,0,13,1180
0,0,14,1026
0,0,15,1102
0,0,16,916
0,0,17,1026
0,0,18,1100
0,0,19,1044
0,1,0,943
0,1,1,1057
0,1,2,1200
0,1,3,1017
0,1,4,1053
0,1,5,953
0,1,6,928
0,1,7,913
0,1,8,935
0,1,9,1115
0,1,10,1133
0,1,11,1177
0,1,12,1015
0,1,13,1195
0,1,14,904
0,1,15,909
0,1,16,1125
0,1,17,1062
0,1,18,1151
0,1,19,1125
0,2,0,1087
0,2,1,949
0,2,2,1107
0,2,3,1049
0,2,4,1083
0,2,5,980
0,2,6,943
0,2,7,1105
0,2,8,1199
0,2,9,926
0,2,10,1076
0,2,11,1099
0,2,12,1110
0,2,13,1073
0,2,14,1188
0,2,15,1136
0,2,16,938
0,2,17,972
0,2,18,943
0,2,19,1072
1,0,0,955
1,0,1,1135
1,0,2,1001
1,0,3,986
1,0,4,1005
1,0,5,1107
1,0,6,956
1,0,7,1000
1,0,8,1110
1,0,9,1012
1,0,10,902
1,0,11,1007
1,0,12,1121
1,0,13,973
1,0,14,1035
1,0,15,919
1,0,16,1040
1,0,17,1165
1,0,18,1191
1,0,19,1022
1,1,0,1155
1,1,1,1022
1,1,2,985
1,1,3,1099
1,1,4,908
1,1,5,906
1,1,6,980
1,1,7,1062
1,1,8,1033
1,1,9,1043
1,1,10,954
1,1,11,1172
1,1,12,1070
1,1,13,1096
1,1,14,987
1,1,15,1074
1,1,16,1175
1,1,17,1195
1,1,18,1155
1,1,19,958
1,2,0,959
1,2,1,1049
1,2,2,1067
1,2,3,909
1,2,4,1081
1,2,5,1067
1,2,6,921
1,2,7,1102
1,2,8,1158
1,2,9,1126
1,2,10,1026
1,2,11,927
1,2,12,992
1,2,13,1158
1,2,14,1079
1,2,15,1128
1,2,16,904
1,2,17,1080
1,2,18,1082
1,2,19,1033
2,0,0,940
2,0,1,1178
2,0,2,1169
2,0,3,1122
2,0,4,1111
2,0,5,1074
2,0,6,1159
2,0,7,933
2,0,8,1188
2,0,9,1117
2,0,10,937
2,0,11,965
2,0,12,1116
2,0,13,1179
2,0,14,1068
2,0,15,1151
2,0,16,1108
2,0,17,912
2,0,18,1144
2,0,19,1176
2,1,0,924
2,1,1,1102
2,1,2,1014
2,1,3,1108
2,1,4,1185
2,1,5,967
2,1,6,1032
2,1,7,1082
2,1,8,1189
2,1,9,929
2,1,10,1172
2,1,11,995
2,1,12,1147
2,1,13,1111
2,1,14,1019
2,1,15,1189
2,1,16,965
2,1,17,1104
2,1,18,1050
2,1,19,1042
2,2,0,1053
2,2,1,1139
2,2,2,1002
2,2,3,1157
2,2,4,987
2,2,5,1031
2,2,6,1054
2,2,7,1129
2,2,8,944
2,2,9,1017
2,2,10,979
2,2,11,1061
2,2,12,1155
2,2,13,1116
2,2,14,907
2,2,15,1043
2,2,16,936
2,2,17,959
2,2,18,940
2,2,19,1002
3,0,0,1098
3,0,1,958
3,0,2,970
3,0,3,1021
3,0,4,1066
3,0,5,1137
3,0,6,976
3,0,7,1017
3,0,8,999
3,0,9,987
3,0,10,1029
3,0,11,1183
3,0,12,922
3,0,13,1161
3,0,14,1024
3,0,15,1187
3,0,16,1102
3,0,17,1033
3,0,18,923
3,0,19,946
3,1,0,1141
3,1,1,1030
3,1,2,1120
3,1,3,915
3,1,4,1118
3,1,5,1034
3,1,6,942
3,1,7,906
3,1,8,1010
3,1,9,911
3,1,10,923
3,1,11,1078
3,1,12,938
3,1,13,1160
3,1,14,984
3,1,15,1078
3,1,16,1161
3,1,17,1173
3,1,18,1186
3,1,19,1068
3,2,0,1125
3,2,1,917
3,2,2,1103
3,2,3,1052
3,2,4,1117
3,2,5,1003
3,2,6,973
3,2,7,1154
3,2,8,1090
3,2,9,1160
3,2,10,968
3,2,11,1132
3,2,12,989
3,2,13,1156
3,2,14,957
3,2,15,910
3,2,16,909
3,2,17,1077
3,2,18,1119
3,2,19,920
