ship,k,row,value
0,0,0,1168
0,0,1,928
0,0,2,1012
0,0,3,1106
0,0,4,1178
0,0,5,1181
0,0,6,1140
0,0,7,965
0,0,8,1142
0,0,9,1086
0,0,10,1084
0,0,11,988
0,0,12,1181
0,0,13,951
0,0,14,1091
0,0,15,928
0,0,16,1192
0,0,17,1076
0,0,18,1048
0,0,19,1169
0,1,0,1164
0,1,1,1153
0,1,2,1165
0,1,3,1124
0,1,4,1058
0,1,5,983
0,1,6,1159
0,1,7,926
0,1,8,1167
0,1,9,952
0,1,10,983
0,1,11,903
0,1,12,948
0,1,13,933
0,1,14,931
0,1,15,920
0,1,16,968
0,1,17,1086
0,1,18,1012
0,1,19,1133
0,2,0,999
0,2,1,942
0,2,2,1139
0,2,3,911
0,2,4,960
0,2,5,1009
0,2,6,948
0,2,7,1040
0,2,8,1084
0,2,9,1175
0,2,10,1089
0,2,11,1031
0,2,12,1179
0,2,13,1059
0,2,14,967
0,2,15,1044
0,2,16,1034
0,2,17,1124
0,2,18,1193
0,2,19,1024
1,0,0,990
1,0,1,1197
1,0,2,1094
1,0,3,1035
1,0,4,1010
1,0,5,1163
1,0,6,1179
1,0,7,1025
1,0,8,1021
1,0,9,983
1,0,10,1084
1,0,11,1060
1,0,12,944
1,0,13,1153
1,0,14,1169
1,0,15,959
1,0,16,932
1,0,17,942
1,0,18,931
1,0,19,938
1,1,0,1027
1,1,1,1140
1,1,2,1176
1,1,3,1160
1,1,4,1192
1,1,5,1126
1,1,6,970
1,1,7,1113
1,1,8,1007
1,1,9,1038
1,1,10,1023
1,1,11,986
1,1,12,1133
1,1,13,1125
1,1,14,949
1,1,15,969
1,1,16,975
1,1,17,904
1,1,18,1045
1,1,19,961
1,2,0,1003
1,2,1,1156
1,2,2,1166
1,2,3,1069
1,2,4,1063
1,2,5,1109
1,2,6,1137
1,2,7,1173
1,2,8,1197
1,2,9,1062
1,2,10,902
1,2,11,930
1,2,12,1170
1,2,13,1070
1,2,14,1133
1,2,15,963
1,2,16,1025
1,2,17,1160
1,2,18,963
1,2,19,911
2,0,0,1120
2,0,1,1195
2,0,2,1121
2,0,3,1122
2,0,4,1139
2,0,5,1117
2,0,6,927
2,0,7,921
2,0,8,1102
2,0,9,1125
2,0,10,1013
2,0,11,931
2,0,12,925
2,0,13,1079
2,0,14,1029
2,0,15,1092
2,0,16,1167
2,0,17,1044
2,0,18,986
2,0,19,1059
2,1,0,929
2,1,1,1124
2,1,2,1187
2,1,3,1173
2,1,4,1041
2,1,5,1052
2,1,6,961
2,1,7,1063
2,1,8,1085
2,1,9,1039
2,1,10,1169
2,1,11,1101
2,1,12,934
2,1,13,1078
2,1,14,1078
2,1,15,1182
2,1,16,1081
2,1,17,1154
2,1,18,1136
2,1,19,1130
2,2,0,1087
2,2,1,1001
2,2,2,903
2,2,3,990
2,2,4,1147
2,2,5,910
2,2,6,1114
2,2,7,952
2,2,8,992
2,2,9,1045
2,2,10,1104
2,2,11,920
2,2,12,1060
2,2,13,926
2,2,14,1152
2,2,15,1037
2,2,16,1037
2,2,17,913
2,2,18,1124
2,2,19,1125
3,0,0,1037
3,0,1,1018
3,0,2,1032
3,0,3,956
3,0,4,1101
3,0,5,1078
3,0,6,1099
3,0,7,908
3,0,8,1134
3,0,9,1066
3,0,10,1132
3,0,11,927
3,0,12,1180
3,0,13,921
3,0,14,1004
3,0,15,1079
3,0,16,1061
3,0,17,980
3,0,18,930
3,0,19,1098
3,1,0,936
3,1,1,1180
3,1,2,979
3,1,3,985
3,1,4,1045
3,1,5,1021
3,1,6,927
3,1,7,971
3,1,8,1005
3,1,9,952
3,1,10,1136
3,1,11,1165
3,1,12,959
3,1,13,911
3,1,14,1023
3,1,15,1021
3,1,16,1172
3,1,17,1157
3,1,18,1075
3,1,19,944
3,2,0,1152
3,2,1,1199
3,2,2,1082
3,2,3,1143
3,2,4,1125
3,2,5,1160
3,2,6,1106
3,2,7,1052
3,2,8,990
3,2,9,1129
3,2,10,982
3,2,11,1145
3,2,12,943
3,2,13,1156
3,2,14,947
3,2,15,919
3,2,16,902
3,2,17,1060
3,2,18,1169
3,2,19,995
4,0,0,1100
4,0,1,1012
4,0,2,1141
4,0,3,1098
4,0,4,1080
4,0,5,906
4,0,6,1153
4,0,7,1072
4,0,8,1169
4,0,9,1158
4,0,10,968
4,0,11,1152
4,0,12,952
4,0,13,1048
4,0,14,950
4,0,15,1009
4,0,16,1194
4,0,17,1053
4,0,18,1029
4,0,19,992
4,1,0,1132
4,1,1,952
4,1,2,1155
4,1,3,1191
4,1,4,978
4,1,5,1088
4,1,6,1013
4,1,7,1128
4,1,8,1114
4,1,9,1143
4,1,10,1003
4,1,11,1064
4,1,12,900
4,1,13,1137
4,1,14,930
4,1,15,1054
4,1,16,1058
4,1,17,1075
4,1,18,926
4,1,19,936
4,2,0,1052
4,2,1,909
4,2,2,958
4,2,3,1039
4,2,4,1151
4,2,5,1006
4,2,6,984
4,2,7,1122
4,2,8,1119
4,2,9,1083
4,2,10,1180
4,2,11,1197
4,2,12,915
4,2,13,984
4,2,14,934
4,2,15,973
4,2,16,907
4,2,17,978
4,2,18,993
4,2,19,1072
5,0,0,1034
5,0,1,910
5,0,2,1188
5,0,3,1126
5,0,4,1139
5,0,5,1120
5,0,6,1033
5,0,7,932
