ship,k,row,value
0,0,0,1073
0,0,1,1136
0,0,2,1164
0,0,3,1095
0,0,4,1119
0,0,5,926
0,0,6,1149
0,0,7,1148
0,0,8,1071
0,0,9,1074
0,0,10,1161
0,0,11,1146
0,0,12,1198
0,0,13,1043
0,0,14,943
0,0,15,1006
0,0,16,1126
0,0,17,1200
0,0,18,1187
0,0,19,1122
0,1,0,1019
0,1,1,1040
0,1,2,1001
0,1,3,1174
0,1,4,1103
0,1,5,1014
0,1,6,970
0,1,7,1123
0,1,8,908
0,1,9,1103
0,1,10,920
0,1,11,1033
0,1,12,957
0,1,13,1125
0,1,14,1017
0,1,15,1188
0,1,16,1052
0,1,17,902
0,1,18,1085
0,1,19,1145
0,2,0,1025
0,2,1,955
0,2,2,941
0,2,3,935
0,2,4,949
0,2,5,1116
0,2,6,1110
0,2,7,1104
0,2,8,1121
0,2,9,1062
0,2,10,991
0,2,11,1115
0,2,12,1108
0,2,13,1077
0,2,14,1031
0,2,15,1196
0,2,16,910
0,2,17,1031
0,2,18,1010
0,2,19,1083
1,0,0,947
1,0,1,921
1,0,2,967
1,0,3,1162
1,0,4,979
1,0,5,1156
1,0,6,1027
1,0,7,978
1,0,8,1186
1,0,9,1104
1,0,10,910
1,0,11,1026
1,0,12,1102
1,0,13,1121
1,0,14,984
1,0,15,1008
1,0,16,930
1,0,17,997
1,0,18,998
1,0,19,1155
1,1,0,1172
1,1,1,1015
1,1,2,941
1,1,3,982
1,1,4,916
1,1,5,1137
1,1,6,1050
1,1,7,1027
1,1,8,919
1,1,9,1015
1,1,10,976
1,1,11,960
1,1,12,967
1,1,13,1020
1,1,14,1107
1,1,15,950
1,1,16,1166
1,1,17,964
1,1,18,1010
1,1,19,1038
1,2,0,1090
1,2,1,1149
1,2,2,1043
1,2,3,1161
1,2,4,983
1,2,5,997
1,2,6,1074
1,2,7,933
1,2,8,1134
1,2,9,1099
1,2,10,1012
1,2,11,955
1,2,12,987
1,2,13,1119
1,2,14,1004
1,2,15,1114
1,2,16,937
1,2,17,1018
1,2,18,1074
1,2,19,1191
2,0,0,1044
2,0,1,1035
2,0,2,961
2,0,3,1126
2,0,4,1110
2,0,5,957
2,0,6,1100
2,0,7,1017
2,0,8,1097
2,0,9,1137
2,0,10,1136
2,0,11,1200
2,0,12,924
2,0,13,910
2,0,14,1169
2,0,15,1066
2,0,16,1075
2,0,17,1040
2,0,18,1160
2,0,19,1100
2,1,0,1089
2,1,1,1187
2,1,2,1134
2,1,3,1057
2,1,4,1031
2,1,5,930
2,1,6,1031
