ship,k,row,value
0,0,0,1087
0,0,1,923
0,0,2,1185
0,0,3,1095
0,0,4,913
0,0,5,940
0,0,6,1018
0,0,7,1135
0,0,8,1140
0,0,9,1122
0,0,10,1158
0,0,11,1166
0,0,12,958
0,0,13,977
0,0,14,1181
0,0,15,1023
0,0,16,1055
0,0,17,1052
0,0,18,925
0,0,19,998
0,1,0,988
0,1,1,1155
0,1,2,1054
0,1,3,1061
0,1,4,1172
0,1,5,1036
0,1,6,1143
0,1,7,1173
0,1,8,1032
0,1,9,1164
0,1,10,1040
0,1,11,957
0,1,12,1146
0,1,13,1041
0,1,14,1168
0,1,15,957
0,1,16,1007
0,1,17,1021
0,1,18,1128
0,1,19,1127
0,2,0,1162
0,2,1,1170
0,2,2,1141
0,2,3,1102
0,2,4,1074
0,2,5,1174
0,2,6,1195
0,2,7,1170
0,2,8,1173
0,2,9,1040
0,2,10,1013
0,2,11,953
0,2,12,946
0,2,13,960
0,2,14,1046
0,2,15,913
0,2,16,1135
0,2,17,1167
0,2,18,915
0,2,19,1153
1,0,0,1133
1,0,1,1114
1,0,2,1135
1,0,3,1013
1,0,4,945
1,0,5,997
1,0,6,1066
1,0,7,1194
1,0,8,1195
1,0,9,1083
1,0,10,950
1,0,11,1196
1,0,12,1065
1,0,13,922
1,0,14,1133
1,0,15,973
1,0,16,1123
1,0,17,1055
1,0,18,967
1,0,19,1056
1,1,0,1085
1,1,1,1109
1,1,2,1038
1,1,3,914
1,1,4,967
1,1,5,1007
1,1,6,1149
1,1,7,956
1,1,8,939
1,1,9,926
1,1,10,915
1,1,11,1000
1,1,12,903
1,1,13,937
1,1,14,1098
1,1,15,1072
1,1,16,1030
1,1,17,1185
1,1,18,1075
1,1,19,1189
1,2,0,1096
1,2,1,958
1,2,2,1037
1,2,3,1083
1,2,4,905
1,2,5,1166
1,2,6,989
1,2,7,1179
1,2,8,1075
1,2,9,1028
1,2,10,1027
1,2,11,1178
1,2,12,1045
1,2,13,903
1,2,14,919
1,2,15,945
1,2,16,992
1,2,17,1010
1,2,18,908
1,2,19,1088
2,0,0,1023
2,0,1,1053
2,0,2,1042
2,0,3,1133
2,0,4,1089
2,0,5,1078
2,0,6,962
2,0,7,947
2,0,8,1075
2,0,9,1090
2,0,10,1166
2,0,11,947
2,0,12,1154
2,0,13,1174
2,0,14,1127
2,0,15,978
2,0,16,900
2,0,17,942
2,0,18,1091
2,0,19,923
2,1,0,1168
2,1,1,1030
2,1,2,1151
2,1,3,1080
2,1,4,920
2,1,5,1051
2,1,6,1027
2,1,7,1022
2,1,8,1162
2,1,9,1111
2,1,10,1119
2,1,11,1002
2,1,12,931
2,1,13,1131
2,1,14,941
2,1,15,903
2,1,16,1041
2,1,17,1094
2,1,18,1083
2,1,19,924
2,2,0,908
2,2,1,1081
2,2,2,996
2,2,3,1071
2,2,4,1069
2,2,5,958
2,2,6,1170
2,2,7,1086
2,2,8,1018
2,2,9,1175
2,2,10,966
2,2,11,981
2,2,12,1093
2,2,13,1074
2,2,14,1083
2,2,15,991
2,2,16,959
2,2,17,904
2,2,18,945
2,2,19,1128
3,0,0,970
3,0,1,1043
3,0,2,912
3,0,3,1096
3,0,4,1040
3,0,5,968
3,0,6,1066
3,0,7,1119
3,0,8,1057
3,0,9,1165
3,0,10,1193
3,0,11,944
3,0,12,1183
3,0,13,1158
3,0,14,1075
3,0,15,1078
3,0,16,1098
3,0,17,1149
3,0,18,916
3,0,19,996
3,1,0,1079
3,1,1,1027
3,1,2,934
3,1,3,1184
3,1,4,1014
3,1,5,1078
3,1,6,937
3,1,7,952
3,1,8,950
3,1,9,1004
3,1,10,940
3,1,11,1137
3,1,12,1105
3,1,13,1132
3,1,14,1187
3,1,15,1140
