ship,k,row,value
0,0,0,1058
0,0,1,1190
0,0,2,934
0,0,3,1157
0,0,4,916
0,0,5,915
0,0,6,999
0,0,7,932
0,0,8,1005
0,0,9,937
0,0,10,941
0,0,11,904
0,0,12,1058
0,0,13,1053
0,0,14,987
0,0,15,1152
0,0,16,976
0,0,17,1122
0,0,18,1091
0,0,19,1126
0,1,0,955
0,1,1,977
0,1,2,983
0,1,3,1140
0,1,4,959
0,1,5,992
0,1,6,1076
0,1,7,1197
0,1,8,1161
0,1,9,1008
0,1,10,1041
0,1,11,1139
0,1,12,960
0,1,13,1136
0,1,14,957
0,1,15,1029
0,1,16,908
0,1,17,1128
0,1,18,1184
0,1,19,1106
0,2,0,992
0,2,1,915
0,2,2,1068
0,2,3,1075
0,2,4,1035
0,2,5,1194
0,2,6,1151
0,2,7,1080
0,2,8,1133
0,2,9,980
0,2,10,1025
0,2,11,958
0,2,12,1138
0,2,13,911
0,2,14,1152
0,2,15,957
0,2,16,1197
0,2,17,1020
0,2,18,1096
0,2,19,1199
1,0,0,929
1,0,1,1182
1,0,2,1110
1,0,3,1174
1,0,4,991
1,0,5,1033
1,0,6,1067
1,0,7,923
1,0,8,1142
1,0,9,1183
1,0,10,1032
1,0,11,1061
1,0,12,1178
1,0,13,1090
1,0,14,1039
1,0,15,1112
1,0,16,944
1,0,17,1061
1,0,18,989
1,0,19,1154
1,1,0,1115
1,1,1,1045
1,1,2,984
1,1,3,1053
1,1,4,1038
1,1,5,1163
1,1,6,933
1,1,7,960
1,1,8,988
1,1,9,975
1,1,10,931
1,1,11,928
1,1,12,1151
1,1,13,907
1,1,14,1158
1,1,15,1045
1,1,16,1020
1,1,17,1168
1,1,18,1031
1,1,19,900
1,2,0,915
1,2,1,971
1,2,2,1105
1,2,3,964
1,2,4,911
1,2,5,1061
1,2,6,999
1,2,7,1170
1,2,8,903
1,2,9,1068
1,2,10,945
1,2,11,1141
1,2,12,941
1,2,13,1078
1,2,14,977
1,2,15,956
1,2,16,989
1,2,17,1021
1,2,18,1081
1,2,19,948
2,0,0,1040
2,0,1,1059
2,0,2,935
2,0,3,1170
2,0,4,995
2,0,5,1104
2,0,6,909
2,0,7,942
2,0,8,1158
2,0,9,1140
2,0,10,972
2,0,11,1150
2,0,12,902
2,0,13,959
2,0,14,1104
2,0,15,953
2,0,16,962
2,0,17,975
2,0,18,1101
2,0,19,1123
2,1,0,1056
2,1,1,1143
2,1,2,968
2,1,3,1178
2,1,4,974
2,1,5,924
2,1,6,1114
2,1,7,1167
2,1,8,927
2,1,9,953
2,1,10,914
2,1,11,1020
2,1,12,941
2,1,13,1009
2,1,14,1118
2,1,15,1083
2,1,16,1066
2,1,17,1170
2,1,18,993
2,1,19,1088
2,2,0,973
2,2,1,965
2,2,2,930
2,2,3,1197
2,2,4,943
2,2,5,1084
2,2,6,939
2,2,7,1011
2,2,8,1164
2,2,9,931
2,2,10,1194
2,2,11,972
2,2,12,1063
2,2,13,975
2,2,14,1187
2,2,15,1061
2,2,16,925
2,2,17,999
2,2,18,1049
2,2,19,1076
3,0,0,1089
3,0,1,987
3,0,2,1125
