ship,k,row,value
0,0,0,914
0,0,1,1155
0,0,2,977
0,0,3,1031
0,0,4,940
0,0,5,1112
0,0,6,945
0,0,7,930
0,0,8,1096
0,0,9,1159
0,0,10,1150
0,0,11,992
0,0,12,1047
0,0,13,1010
0,0,14,956
0,0,15,1163
0,0,16,1098
0,0,17,924
0,0,18,1001
0,0,19,1112
0,1,0,1118
0,1,1,993
0,1,2,1177
0,1,3,1139
0,1,4,1200
0,1,5,1047
0,1,6,1000
0,1,7,1170
0,1,8,1029
0,1,9,998
0,1,10,965
0,1,11,1100
0,1,12,935
0,1,13,1130
0,1,14,1033
0,1,15,984
0,1,16,918
0,1,17,911
0,1,18,1120
0,1,19,1091
0,2,0,958
0,2,1,1189
0,2,2,1044
0,2,3,1117
0,2,4,1168
0,2,5,1200
0,2,6,1016
0,2,7,1183
0,2,8,1174
0,2,9,1187
0,2,10,1051
0,2,11,1101
0,2,12,1170
0,2,13,942
0,2,14,973
0,2,15,939
0,2,16,1163
0,2,17,1141
0,2,18,928
0,2,19,1101
1,0,0,935
1,0,1,1054
1,0,2,1182
1,0,3,951
1,0,4,1149
1,0,5,960
1,0,6,1123
1,0,7,973
1,0,8,1042
1,0,9,1053
1,0,10,1024
1,0,11,1139
1,0,12,997
1,0,13,1010
1,0,14,1051
1,0,15,1112
1,0,16,1007
1,0,17,987
1,0,18,997
1,0,19,1088
1,1,0,953
1,1,1,922
1,1,2,1077
1,1,3,1083
1,1,4,1117
1,1,5,989
1,1,6,1034
1,1,7,1078
1,1,8,944
1,1,9,1124
1,1,10,1007
1,1,11,1094
1,1,12,955
1,1,13,1040
1,1,14,1158
1,1,15,949
1,1,16,1130
1,1,17,1103
1,1,18,1026
1,1,19,1182
1,2,0,921
1,2,1,1179
1,2,2,974
1,2,3,1112
1,2,4,1059
1,2,5,945
1,2,6,925
1,2,7,981
1,2,8,954
1,2,9,1155
1,2,10,1094
1,2,11,1162
1,2,12,1164
1,2,13,1047
1,2,14,975
1,2,15,1197
1,2,16,1085
1,2,17,1170
1,2,18,970
1,2,19,994
2,0,0,1049
2,0,1,995
2,0,2,920
2,0,3,1073
2,0,4,918
2,0,5,1125
2,0,6,1075
2,0,7,1017
2,0,8,1118
2,0,9,903
2,0,10,1031
2,0,11,1052
2,0,12,1031
2,0,13,1071
2,0,14,1075
2,0,15,1078
2,0,16,1178
2,0,17,916
2,0,18,1138
2,0,19,1023
2,1,0,957
2,1,1,986
2,1,2,1001
2,1,3,921
2,1,4,975
2,1,5,1103
2,1,6,1130
2,1,7,938
2,1,8,1045
2,1,9,949
2,1,10,1170
2,1,11,974
2,1,12,1184
2,1,13,935
2,1,14,936
2,1,15,1093
2,1,16,974
2,1,17,924
2,1,18,1117
2,1,19,1033
2,2,0,1061
2,2,1,1105
2,2,2,1017
2,2,3,1116
2,2,4,1172
2,2,5,1124
2,2,6,917
2,2,7,1063
2,2,8,1015
2,2,9,1058
2,2,10,1081
2,2,11,938
2,2,12,946
2,2,13,1197
