ship,k,row,value
0,0,0,1159
0,0,1,1172
0,0,2,936
0,0,3,1126
0,0,4,970
0,0,5,1181
0,0,6,1018
0,0,7,942
0,0,8,1100
0,0,9,979
0,0,10,1025
0,0,11,944
0,0,12,1101
0,0,13,984
0,0,14,1106
0,0,15,1135
0,0,16,1158
0,0,17,1059
0,0,18,1073
0,0,19,916
0,1,0,1094
0,1,1,924
0,1,2,1010
0,1,3,1046
0,1,4,1062
0,1,5,1157
0,1,6,938
0,1,7,942
0,1,8,1047
0,1,9,1097
0,1,10,942
0,1,11,1135
0,1,12,1088
0,1,13,1080
0,1,14,1051
0,1,15,947
0,1,16,954
0,1,17,912
0,1,18,1022
0,1,19,1061
0,2,0,1106
0,2,1,993
0,2,2,1040
0,2,3,1079
0,2,4,978
0,2,5,1094
0,2,6,983
0,2,7,1011
0,2,8,1078
0,2,9,1052
0,2,10,944
0,2,11,1143
0,2,12,1035
0,2,13,1090
0,2,14,1062
0,2,15,1082
0,2,16,1169
0,2,17,1060
0,2,18,1129
0,2,19,1144
1,0,0,1111
1,0,1,1181
1,0,2,1095
1,0,3,1101
1,0,4,1104
1,0,5,1099
1,0,6,962
1,0,7,1150
1,0,8,1085
1,0,9,924
1,0,10,978
1,0,11,1058
1,0,12,968
1,0,13,1011
1,0,14,1186
1,0,15,1132
1,0,16,910
1,0,17,955
1,0,18,1111
1,0,19,1185
1,1,0,1063
1,1,1,1091
1,1,2,918
1,1,3,998
1,1,4,1069
1,1,5,1082
1,1,6,973
1,1,7,1173
1,1,8,978
1,1,9,1070
1,1,10,949
1,1,11,1027
1,1,12,1177
1,1,13,1023
1,1,14,1118
1,1,15,986
1,1,16,940
1,1,17,966
1,1,18,1041
1,1,19,940
1,2,0,1039
1,2,1,968
1,2,2,979
1,2,3,1019
1,2,4,1079
1,2,5,1036
1,2,6,1099
1,2,7,1172
1,2,8,1166
1,2,9,1177
1,2,10,971
1,2,11,953
1,2,12,1060
1,2,13,1085
1,2,14,1079
1,2,15,1183
1,2,16,1174
1,2,17,1192
1,2,18,1185
1,2,19,1099
2,0,0,1171
2,0,1,904
2,0,2,1093
2,0,3,996
2,0,4,990
2,0,5,1056
2,0,6,1016
2,0,7,988
2,0,8,1053
2,0,9,1199
2,0,10,1010
2,0,11,1105
2,0,12,1178
2,0,13,996
2,0,14,1120
2,0,15,963
2,0,16,1119
2,0,17,1117
2,0,18,1164
2,0,19,940
2,1,0,903
2,1,1,930
2,1,2,1023
2,1,3,916
2,1,4,1177
2,1,5,1102
2,1,6,1077
2,1,7,1012
2,1,8,1180
2,1,9,923
2,1,10,1147
2,1,11,1117
2,1,12,903
2,1,13,1178
2,1,14,1122
2,1,15,903
2,1,16,1079
2,1,17,955
