ship,k,row,value
0,0,0,940
0,0,1,1088
0,0,2,1080
0,0,3,1052
0,0,4,1095
0,0,5,1175
0,0,6,928
0,0,7,1036
0,0,8,922
0,0,9,946
0,0,10,1096
0,0,11,992
0,0,12,1109
0,0,13,1107
0,0,14,1055
0,0,15,901
0,0,16,934
0,0,17,964
0,0,18,956
0,0,19,1012
0,1,0,1193
0,1,1,968
0,1,2,982
0,1,3,1088
0,1,4,983
0,1,5,935
0,1,6,946
0,1,7,911
0,1,8,1000
0,1,9,1032
0,1,10,1060
0,1,11,1033
0,1,12,1086
0,1,13,1181
0,1,14,1057
0,1,15,1144
0,1,16,1097
0,1,17,1161
0,1,18,1020
0,1,19,1163
0,2,0,1125
0,2,1,1031
0,2,2,1058
0,2,3,1003
0,2,4,966
0,2,5,965
0,2,6,1144
0,2,7,966
0,2,8,928
0,2,9,1056
0,2,10,1056
0,2,11,1102
0,2,12,914
0,2,13,1076
0,2,14,1122
0,2,15,977
0,2,16,1004
0,2,17,1155
0,2,18,923
0,2,19,1138
1,0,0,1051
1,0,1,1014
1,0,2,1022
1,0,3,971
1,0,4,990
1,0,5,1058
1,0,6,1104
1,0,7,1155
1,0,8,968
1,0,9,999
1,0,10,1062
1,0,11,1058
1,0,12,1033
1,0,13,1107
1,0,14,1144
1,0,15,1087
1,0,16,950
1,0,17,1034
1,0,18,938
1,0,19,1004
1,1,0,1187
1,1,1,1132
1,1,2,1012
1,1,3,1051
1,1,4,1126
1,1,5,1006
1,1,6,940
1,1,7,1134
1,1,8,1167
1,1,9,1043
1,1,10,1098
1,1,11,1184
1,1,12,1200
1,1,13,1155
1,1,14,1009
1,1,15,1003
1,1,16,944
1,1,17,902
1,1,18,1040
1,1,19,1103
1,2,0,1151
1,2,1,1157
1,2,2,1053
1,2,3,1105
1,2,4,1130
1,2,5,940
1,2,6,1183
1,2,7,997
1,2,8,976
1,2,9,1084
1,2,10,1179
1,2,11,1042
1,2,12,1033
1,2,13,920
1,2,14,1096
1,2,15,1144
1,2,16,1159
1,2,17,1113
1,2,18,1141
1,2,19,987
2,0,0,1184
2,0,1,979
2,0,2,998
2,0,3,1127
2,0,4,1119
2,0,5,1031
2,0,6,1097
2,0,7,1194
2,0,8,953
2,0,9,950
2,0,10,1058
2,0,11,961
2,0,12,1031
2,0,13,1140
2,0,14,1124
2,0,15,1197
2,0,16,970
2,0,17,1035
2,0,18,1161
2,0,19,1163
2,1,0,1057
2,1,1,910
2,1,2,902
2,1,3,1096
2,1,4,997
2,1,5,934
2,1,6,1142
2,1,7,1044
2,1,8,955
2,1,9,920
2,1,10,968
2,1,11,981
2,1,12,918
2,1,13,1120
2,1,14,1198
2,1,15,1143
2,1,16,1157
2,1,17,937
2,1,18,1002
2,1,19,1039
2,2,0,1005
2,2,1,933
2,2,2,918
2,2,3,1072
2,2,4,1047
2,2,5,1175
2,2,6,945
2,2,7,1088
2,2,8,955
2,2,9,941
2,2,10,1005
2,2,11,1177
2,2,12,1062
2,2,13,1092
2,2,14,1188
2,2,15,923
2,2,16,927
2,2,17,1073
2,2,18,1152
2,2,19,982
3,0,0,1033
3,0,1,1139
3,0,2,1080
3,0,3,961
3,0,4,1080
3,0,5,1049
3,0,6,1095
3,0,7,1080
3,0,8,901
3,0,9,987
3,0,10,1199
3,0,11,991
3,0,12,1117
3,0,13,1031
3,0,14,1148
3,0,15,927
3,0,16,1182
3,0,17,972
3,0,18,1099
3,0,19,921
3,1,0,1084
3,1,1,1025
3,1,2,966
3,1,3,914
3,1,4,918
3,1,5,905
3,1,6,1092
3,1,7,1161
3,1,8,1135
3,1,9,1124
3,1,10,1001
3,1,11,1043
3,1,12,982
3,1,13,1020
3,1,14,1044
3,1,15,1195
3,1,16,1131
3,1,17,1133
3,1,18,960
3,1,19,1177
3,2,0,1119
3,2,1,1002
3,2,2,906
3,2,3,1117
3,2,4,999
3,2,5,1160
3,2,6,1110
3,2,7,1196
3,2,8,1009
3,2,9,1012
3,2,10,1026
3,2,11,1131
3,2,12,1054
3,2,13,950
3,2,14,1195
3,2,15,952
3,2,16,1056
3,2,17,1131
3,2,18,1070
3,2,19,1155
4,0,0,955
4,0,1,1140
4,0,2,1049
4,0,3,1175
4,0,4,1180
4,0,5,1117
4,0,6,1175
4,0,7,932
4,0,8,938
4,0,9,928
4,0,10,1076
4,0,11,971
4,0,12,1069
4,0,13,1029
4,0,14,1167
4,0,15,1079
4,0,16,1151
4,0,17,1025
4,0,18,1065
4,0,19,901
4,1,0,1126
4,1,1,1158
4,1,2,914
4,1,3,1124
4,1,4,1061
4,1,5,978
4,1,6,1086
4,1,7,1036
4,1,8,1154
4,1,9,945
4,1,10,911
4,1,11,1022
4,1,12,1121
4,1,13,1071
4,1,14,1157
4,1,15,1027
4,1,16,1131
4,1,17,1190
4,1,18,1071
4,1,19,1056
4,2,0,997
4,2,1,1046
4,2,2,970
4,2,3,926
4,2,4,913
4,2,5,1042
4,2,6,986
4,2,7,1103
4,2,8,1127
4,2,9,994
4,2,10,931
4,2,11,901
4,2,12,1185
4,2,13,1117
4,2,14,942
4,2,15,1196
4,2,16,1138
4,2,17,1185
4,2,18,1042
4,2,19,1132
5,0,0,1156
5,0,1,1039
5,0,2,903
5,0,3,1164
5,0,4,925
5,0,5,1150
5,0,6,1093
5,0,7,1068
5,0,8,905
5,0,9,947
5,0,10,1090
5,0,11,969
5,0,12,1141
5,0,13,940
5,0,14,1028
5,0,15,970
5,0,16,1025
5,0,17,1037
5,0,18,1058
5,0,19,959
5,1,0,1089
5,1,1,1037
5,1,2,931
5,1,3,1133
5,1,4,1070
5,1,5,1003
5,1,6,916
5,1,7,995
5,1,8,915
5,1,9,922
5,1,10,1047
5,1,11,994
5,1,12,1001
5,1,13,1176
5,1,14,973
5,1,15,1004
5,1,16,1104
5,1,17,978
5,1,18,1133
5,1,19,1016
5,2,0,1095
5,2,1,1189
5,2,2,1158
5,2,3,1034
5,2,4,1150
5,2,5,1140
5,2,6,1027
5,2,7,1196
5,2,8,955
5,2,9,1150
5,2,10,1153
5,2,11,1147
5,2,12,1109
5,2,13,930
5,2,14,1135
5,2,15,1065
5,2,16,1030
5,2,17,998
5,2,18,1154
5,2,19,1108
6,0,0,975
6,0,1,928
6,0,2,915
6,0,3,1086
6,0,4,1070
6,0,5,917
6,0,6,1032
6,0,7,1083
6,0,8,1085
6,0,9,1097
6,0,10,1016
6,0,11,958
6,0,12,1060
6,0,13,1051
6,0,14,1148
6,0,15,997
6,0,16,1175
6,0,17,1068
6,0,18,1078
6,0,19,1175
6,1,0,1166
6,1,1,1042
6,1,2,958
6,1,3,925
6,1,4,1110
6,1,5,1001
6,1,6,1128
6,1,7,954
6,1,8,944
6,1,9,1047
6,1,10,988
6,1,11,1118
6,1,12,1188
6,1,13,1016
6,1,14,1104
6,1,15,1094
6,1,16,940
6,1,17,1126
6,1,18,1006
6,1,19,1188
6,2,0,1061
6,2,1,968
6,2,2,976
6,2,3,980
6,2,4,1185
6,2,5,1098
6,2,6,995
6,2,7,947
6,2,8,989
6,2,9,1105
6,2,10,1191
6,2,11,1155
6,2,12,1038
6,2,13,1049
6,2,14,1016
6,2,15,1007
6,2,16,1058
6,2,17,1140
6,2,18,1088
6,2,19,1113
7,0,0,926
7,0,1,1050
7,0,2,1105
7,0,3,1070
7,0,4,1020
7,0,5,989
7,0,6,922
7,0,7,1092
7,0,8,1138
7,0,9,1036
7,0,10,1022
7,0,11,1073
7,0,12,1040
7,0,13,937
7,0,14,1147
7,0,15,1039
7,0,16,1011
7,0,17,1067
7,0,18,976
7,0,19,1119
7,1,0,993
7,1,1,1144
7,1,2,1084
7,1,3,1099
7,1,4,1087
7,1,5,1052
7,1,6,1173
7,1,7,1198
7,1,8,1024
7,1,9,1114
7,1,10,1180
7,1,11,962
7,1,12,956
7,1,13,1147
7,1,14,1002
7,1,15,1169
7,1,16,1050
7,1,17,1073
7,1,18,1163
7,1,19,1113
7,2,0,933
7,2,1,1099
7,2,2,953
7,2,3,1000
7,2,4,1067
7,2,5,1182
7,2,6,1014
7,2,7,1177
7,2,8,1096
7,2,9,1033
7,2,10,920
7,2,11,1008
7,2,12,908
7,2,13,1196
7,2,14,1038
7,2,15,1137
7,2,16,1036
7,2,17,1065
7,2,18,1044
7,2,19,1020
8,0,0,1115
8,0,1,1063
8,0,2,1047
8,0,3,933
8,0,4,901
8,0,5,1189
8,0,6,1157
8,0,7,967
8,0,8,1033
8,0,9,1139
8,0,10,1187
8,0,11,912
8,0,12,1132
8,0,13,1177
8,0,14,1151
8,0,15,1080
8,0,16,1055
8,0,17,985
8,0,18,1106
8,0,19,917
8,1,0,1016
8,1,1,1077
8,1,2,1188
8,1,3,960
8,1,4,1003
8,1,5,1062
8,1,6,1005
8,1,7,1019
8,1,8,1148
8,1,9,969
8,1,10,904
8,1,11,939
8,1,12,967
8,1,13,950
8,1,14,1037
8,1,15,1103
8,1,16,959
8,1,17,1050
8,1,18,1011
8,1,19,1060
8,2,0,1027
8,2,1,1125
8,2,2,974
8,2,3,943
8,2,4,1184
8,2,5,1098
8,2,6,927
8,2,7,915
8,2,8,1021
8,2,9,1082
8,2,10,964
8,2,11,1095
8,2,12,992
8,2,13,1066
8,2,14,919
8,2,15,900
8,2,16,926
8,2,17,945
8,2,18,1012
8,2,19,1054
9,0,0,1104
9,0,1,919
9,0,2,1011
9,0,3,1024
9,0,4,952
9,0,5,991
9,0,6,1148
9,0,7,1193
9,0,8,1142
9,0,9,1050
9,0,10,989
9,0,11,947
9,0,12,904
9,0,13,953
9,0,14,986
9,0,15,995
9,0,16,1164
9,0,17,1092
9,0,18,1086
9,0,19,1091
9,1,0,1125
9,1,1,1166
9,1,2,1049
9,1,3,1079
9,1,4,1106
9,1,5,1101
9,1,6,975
9,1,7,1144
9,1,8,964
9,1,9,1172
9,1,10,941
9,1,11,1173
9,1,12,980
9,1,13,1006
9,1,14,1115
9,1,15,924
9,1,16,934
9,1,17,1047
9,1,18,1195
9,1,19,1199
9,2,0,1013
9,2,1,1157
9,2,2,1138
9,2,3,1066
9,2,4,960
9,2,5,1125
9,2,6,994
9,2,7,1186
9,2,8,1049
9,2,9,900
9,2,10,1132
9,2,11,1159
9,2,12,909
9,2,13,983
9,2,14,1157
9,2,15,1000
9,2,16,1110
9,2,17,1090
9,2,18,1145
9,2,19,900
10,0,0,1024
10,0,1,1009
10,0,2,1000
10,0,3,978
10,0,4,1060
10,0,5,936
10,0,6,926
10,0,7,989
10,0,8,1130
10,0,9,1156
10,0,10,1034
10,0,11,1198
10,0,12,953
10,0,13,1050
10,0,14,927
10,0,15,1008
10,0,16,974
10,0,17,1101
10,0,18,1007
10,0,19,1121
10,1,0,1165
10,1,1,1041
10,1,2,1123
10,1,3,1159
10,1,4,1016
10,1,5,986
10,1,6,1149
10,1,7,980
10,1,8,987
10,1,9,993
10,1,10,1010
10,1,11,1165
10,1,12,1009
10,1,13,972
10,1,14,1041
10,1,15,1025
10,1,16,1168
10,1,17,1027
10,1,18,913
10,1,19,1140
10,2,0,1011
10,2,1,1118
10,2,2,1017
10,2,3,1006
10,2,4,1145
10,2,5,977
10,2,6,1072
10,2,7,1064
10,2,8,1122
10,2,9,1192
10,2,10,1095
10,2,11,940
10,2,12,1020
10,2,13,900
10,2,14,1039
10,2,15,1071
10,2,16,1054
10,2,17,1080
10,2,18,1176
10,2,19,941
11,0,0,1006
11,0,1,917
11,0,2,955
11,0,3,1055
11,0,4,1184
11,0,5,1014
11,0,6,1160
11,0,7,1012
11,0,8,1176
11,0,9,928
11,0,10,1145
11,0,11,938
11,0,12,1169
11,0,13,928
11,0,14,973
11,0,15,1099
11,0,16,1114
11,0,17,955
11,0,18,1086
11,0,19,1032
11,1,0,938
11,1,1,1031
11,1,2,980
11,1,3,954
11,1,4,1126
11,1,5,1138
11,1,6,1184
11,1,7,1026
11,1,8,1059
11,1,9,1013
11,1,10,987
11,1,11,1200
11,1,12,1133
11,1,13,999
11,1,14,962
11,1,15,997
11,1,16,1043
11,1,17,1189
11,1,18,1116
11,1,19,901
11,2,0,929
11,2,1,1123
11,2,2,1168
11,2,3,1087
11,2,4,1059
11,2,5,953
11,2,6,1089
11,2,7,1113
11,2,8,1167
11,2,9,929
11,2,10,1194
11,2,11,1131
11,2,12,1121
11,2,13,1098
11,2,14,954
11,2,15,1111
11,2,16,1002
11,2,17,1153
11,2,18,1161
11,2,19,1014
12,0,0,1180
12,0,1,921
12,0,2,911
12,0,3,976
12,0,4,1048
12,0,5,1140
12,0,6,1070
12,0,7,1149
12,0,8,1148
12,0,9,1007
12,0,10,969
12,0,11,1181
12,0,12,981
12,0,13,1151
12,0,14,978
12,0,15,1193
12,0,16,1055
12,0,17,1018
12,0,18,1068
12,0,19,1116
12,1,0,900
12,1,1,1164
12,1,2,920
12,1,3,1121
12,1,4,1028
12,1,5,1156
12,1,6,1169
12,1,7,1066
12,1,8,1139
12,1,9,1191
12,1,10,1163
12,1,11,987
12,1,12,1196
12,1,13,1002
12,1,14,1096
12,1,15,1065
12,1,16,1121
12,1,17,1074
12,1,18,1007
12,1,19,1019
12,2,0,1116
12,2,1,933
12,2,2,1189
12,2,3,961
12,2,4,1119
12,2,5,1198
12,2,6,1180
12,2,7,1082
12,2,8,1096
12,2,9,1057
12,2,10,903
12,2,11,1176
12,2,12,964
12,2,13,1120
12,2,14,941
12,2,15,1104
12,2,16,914
12,2,17,1089
12,2,18,1120
12,2,19,1020
13,0,0,971
13,0,1,928
13,0,2,1148
13,0,3,964
13,0,4,1191
13,0,5,1086
13,0,6,1163
13,0,7,935
13,0,8,971
13,0,9,1145
13,0,10,929
13,0,11,1080
13,0,12,1016
13,0,13,997
13,0,14,1039
13,0,15,1132
13,0,16,908
13,0,17,900
13,0,18,1162
13,0,19,1094
13,1,0,1173
13,1,1,942
13,1,2,965
13,1,3,917
13,1,4,1188
13,1,5,1023
13,1,6,1135
13,1,7,907
13,1,8,1165
13,1,9,1054
13,1,10,902
13,1,11,1103
13,1,12,965
13,1,13,922
13,1,14,1162
13,1,15,1052
13,1,16,1046
13,1,17,1013
13,1,18,1055
13,1,19,1046
13,2,0,1135
13,2,1,1198
13,2,2,1163
13,2,3,1190
13,2,4,1003
13,2,5,1073
13,2,6,1173
13,2,7,939
13,2,8,1182
13,2,9,1103
13,2,10,1135
13,2,11,1032
13,2,12,982
13,2,13,1161
13,2,14,936
13,2,15,1150
13,2,16,1098
13,2,17,940
13,2,18,1169
13,2,19,1139
14,0,0,1174
14,0,1,962
14,0,2,1200
14,0,3,1028
14,0,4,1127
14,0,5,1026
14,0,6,1135
