berth,row,slot,value
0,0,0,18
0,0,1,20.5
0,0,2,20
0,0,3,20.5
0,0,4,18
0,0,5,22.5
0,0,6,19
0,0,7,18.5
0,0,8,19
0,0,9,23.5
0,0,10,21
0,0,11,22.5
0,0,12,25
0,0,13,23.5
0,0,14,25
0,0,15,26.5
0,0,16,24
0,0,17,28.5
0,0,18,26
0,0,19,25.5
0,0,20,30
0,0,21,28.5
0,0,22,27
0,0,23,29.5
0,1,0,15
0,1,1,15.5
0,1,2,18
0,1,3,16.5
0,1,4,17
0,1,5,22.5
0,1,6,21
0,1,7,23.5
0,1,8,22
0,1,9,23.5
0,1,10,21
0,1,11,21.5
0,1,12,24
0,1,13,21.5
0,1,14,25
0,1,15,25.5
0,1,16,23
0,1,17,24.5
0,1,18,27
0,1,19,26.5
0,1,20,28
0,1,21,28.5
0,1,22,29
0,1,23,28.5
0,2,0,19
0,2,1,20.5
0,2,2,18
0,2,3,18.5
0,2,4,22
0,2,5,17.5
0,2,6,21
0,2,7,20.5
0,2,8,20
0,2,9,24.5
0,2,10,25
0,2,11,21.5
0,2,12,25
0,2,13,21.5
0,2,14,25
0,2,15,22.5
0,2,16,28
0,2,17,28.5
0,2,18,25
0,2,19,25.5
0,2,20,28
0,2,21,28.5
0,2,22,26
0,2,23,26.5
0,3,0,16
0,3,1,16.5
0,3,2,21
0,3,3,18.5
0,3,4,17
0,3,5,21.5
0,3,6,21
0,3,7,23.5
0,3,8,21
0,3,9,22.5
0,3,10,21
0,3,11,20.5
0,3,12,26
0,3,13,24.5
0,3,14,26
0,3,15,26.5
0,3,16,27
0,3,17,25.5
0,3,18,24
0,3,19,25.5
0,3,20,28
0,3,21,28.5
0,3,22,31
0,3,23,31.5
0,4,0,19
0,4,1,19.5
0,4,2,20
0,4,3,19.5
0,4,4,21
0,4,5,17.5
0,4,6,23
0,4,7,23.5
0,4,8,22
0,4,9,21.5
0,4,10,24
0,4,11,25.5
0,4,12,25
0,4,13,22.5
0,4,14,27
0,4,15,25.5
0,4,16,25
0,4,17,24.5
0,4,18,28
0,4,19,25.5
0,4,20,30
0,4,21,26.5
0,4,22,31
0,4,23,30.5
0,5,0,16
0,5,1,19.5
0,5,2,19
0,5,3,21.5
0,5,4,22
0,5,5,19.5
0,5,6,21
0,5,7,22.5
0,5,8,23
0,5,9,19.5
0,5,10,24
0,5,11,22.5
0,5,12,25
0,5,13,24.5
0,5,14,22
0,5,15,25.5
0,5,16,24
0,5,17,23.5
0,5,18,29
0,5,19,24.5
0,5,20,27
0,5,21,30.5
0,5,22,27
0,5,23,31.5
0,6,0,20
0,6,1,17.5
0,6,2,16
0,6,3,19.5
0,6,4,20
0,6,5,18.5
0,6,6,18
0,6,7,20.5
0,6,8,20
0,6,9,19.5
0,6,10,22
0,6,11,22.5
0,6,12,24
0,6,13,21.5
0,6,14,23
0,6,15,25.5
0,6,16,26
0,6,17,23.5
0,6,18,26
0,6,19,25.5
0,6,20,25
0,6,21,29.5
0,6,22,31
0,6,23,28.5
0,7,0,18
0,7,1,15.5
0,7,2,16
0,7,3,17.5
0,7,4,21
0,7,5,18.5
0,7,6,18
0,7,7,23.5
0,7,8,20
0,7,9,20.5
0,7,10,23
0,7,11,22.5
0,7,12,24
0,7,13,25.5
0,7,14,23
0,7,15,22.5
0,7,16,27
0,7,17,24.5
0,7,18,26
0,7,19,27.5
0,7,20,29
0,7,21,28.5
0,7,22,30
0,7,23,29.5
0,8,0,17
0,8,1,20.5
0,8,2,20
0,8,3,19.5
0,8,4,21
0,8,5,17.5
0,8,6,20
0,8,7,19.5
0,8,8,24
0,8,9,20.5
0,8,10,25
0,8,11,23.5
0,8,12,23
0,8,13,24.5
0,8,14,22
0,8,15,27.5
0,8,16,27
0,8,17,25.5
0,8,18,25
0,8,19,25.5
0,8,20,30
0,8,21,29.5
0,8,22,27
0,8,23,31.5
0,9,0,20
0,9,1,18.5
0,9,2,18
0,9,3,21.5
0,9,4,19
0,9,5,19.5
0,9,6,19
0,9,7,21.5
0,9,8,24
0,9,9,22.5
0,9,10,23
0,9,11,21.5
0,9,12,21
0,9,13,23.5
0,9,14,24
0,9,15,22.5
0,9,16,24
