ship,berth,k,value
0,0,0,8220
0,0,1,7579
0,0,2,10751
0,1,0,7008
0,1,1,6770
0,1,2,6898
0,2,0,8330
0,2,1,6851
0,2,2,5497
0,3,0,7860
0,3,1,10960
0,3,2,9099
0,4,0,9768
0,4,1,6079
0,4,2,6705
0,5,0,6616
0,5,1,8497
0,5,2,5334
0,6,0,8567
0,6,1,7797
0,6,2,10378
1,0,0,6909
1,0,1,8414
1,0,2,5998
1,1,0,6375
1,1,1,10346
1,1,2,6483
1,2,0,10868
1,2,1,5472
1,2,2,8391
1,3,0,9313
1,3,1,10915
1,3,2,5939
1,4,0,8771
1,4,1,8590
1,4,2,9509
1,5,0,9071
1,5,1,9816
1,5,2,8567
1,6,0,10081
1,6,1,5990
1,6,2,6803
2,0,0,6585
2,0,1,9273
2,0,2,5227
2,1,0,9178
2,1,1,6389
2,1,2,5908
2,2,0,6811
2,2,1,7292
2,2,2,10426
2,3,0,7814
2,3,1,7611
2,3,2,8625
2,4,0,8783
2,4,1,10305
2,4,2,6260
2,5,0,9654
2,5,1,6808
2,5,2,7194
2,6,0,7445
2,6,1,8854
2,6,2,9710
3,0,0,9254
3,0,1,5320
3,0,2,5282
3,1,0,6453
3,1,1,5699
3,1,2,6721
3,2,0,5850
3,2,1,10704
3,2,2,9253
3,3,0,5583
3,3,1,6343
3,3,2,5113
3,4,0,5335
3,4,1,9506
3,4,2,8220
3,5,0,8533
3,5,1,5148
3,5,2,5403
3,6,0,5099
3,6,1,5899
3,6,2,10559
4,0,0,8904
4,0,1,5236
4,0,2,10540
4,1,0,7144
4,1,1,5736
4,1,2,8945
4,2,0,8854
4,2,1,10533
4,2,2,5956
4,3,0,9640
4,3,1,5039
4,3,2,7238
4,4,0,9138
4,4,1,5277
4,4,2,10391
4,5,0,6125
4,5,1,7827
4,5,2,10338
4,6,0,5015
4,6,1,9190
4,6,2,8518
5,0,0,8409
5,0,1,9664
5,0,2,8449
5,1,0,10930
5,1,1,8423
5,1,2,7397
5,2,0,6011
5,2,1,9851
5,2,2,5039
5,3,0,9498
5,3,1,6784
5,3,2,7845
5,4,0,8605
5,4,1,10121
5,4,2,9617
5,5,0,7911
5,5,1,9355
5,5,2,9014
5,6,0,7066
5,6,1,6543
5,6,2,7802
6,0,0,7371
6,0,1,10070
6,0,2,5966
6,1,0,6463
6,1,1,8225
6,1,2,8125
6,2,0,6225
6,2,1,5320
6,2,2,10200
6,3,0,6197
6,3,1,5255
6,3,2,5463
6,4,0,7457
6,4,1,7131
6,4,2,10886
6,5,0,6067
6,5,1,7764
6,5,2,10125
6,6,0,9890
6,6,1,9981
6,6,2,9516
7,0,0,5068
7,0,1,9719
7,0,2,5523
7,1,0,7520
7,1,1,9451
7,1,2,7570
7,2,0,6874
7,2,1,10224
7,2,2,10910
7,3,0,10190
7,3,1,8405
7,3,2,7377
7,4,0,7108
7,4,1,6922
7,4,2,6183
7,5,0,8144
7,5,1,5567
7,5,2,10042
7,6,0,6947
7,6,1,5432
7,6,2,5179
8,0,0,9840
8,0,1,10749
8,0,2,8090
8,1,0,8675
8,1,1,8015
8,1,2,5775
8,2,0,5279
8,2,1,7345
8,2,2,10354
8,3,0,6388
8,3,1,9407
8,3,2,5075
8,4,0,6594
8,4,1,6781
8,4,2,5771
8,5,0,8903
8,5,1,6209
8,5,2,9798
8,6,0,5491
8,6,1,8240
8,6,2,7096
9,0,0,6738
9,0,1,7461
9,0,2,10063
9,1,0,5524
9,1,1,8546
9,1,2,6794
9,2,0,9975
9,2,1,10839
9,2,2,6778
9,3,0,5242
9,3,1,7940
9,3,2,5023
9,4,0,5610
9,4,1,8425
9,4,2,8060
9,5,0,7544
9,5,1,7909
9,5,2,5911
9,6,0,9294
9,6,1,9847
9,6,2,6540
10,0,0,7459
10,0,1,8012
10,0,2,8320
10,1,0,6802
10,1,1,9271
10,1,2,9867
10,2,0,7308
10,2,1,7319
10,2,2,5043
10,3,0,6983
10,3,1,5012
10,3,2,7038
10,4,0,8712
10,4,1,7001
10,4,2,8058
10,5,0,6213
10,5,1,7974
10,5,2,7706
10,6,0,6777
10,6,1,8691
10,6,2,7355
11,0,0,8397
11,0,1,8417
11,0,2,10552
11,1,0,6439
11,1,1,7985
11,1,2,5891
11,2,0,8605
11,2,1,6293
11,2,2,5661
11,3,0,7088
11,3,1,7691
11,3,2,10686
11,4,0,6303
11,4,1,5986
11,4,2,6203
11,5,0,8069
11,5,1,10243
11,5,2,9755
11,6,0,9656
11,6,1,8811
11,6,2,9469
12,0,0,8469
12,0,1,5299
12,0,2,6619
12,1,0,9513
12,1,1,10975
12,1,2,9678
12,2,0,9790
12,2,1,10359
12,2,2,10792
12,3,0,5883
12,3,1,9349
12,3,2,6698
12,4,0,8506
12,4,1,10028
12,4,2,8756
12,5,0,7988
12,5,1,5731
12,5,2,7093
12,6,0,10569
12,6,1,8374
12,6,2,5208
13,0,0,7042
13,0,1,8866
13,0,2,9023
13,1,0,8664
13,1,1,5935
13,1,2,10949
13,2,0,8552
13,2,1,9057
13,2,2,7276
13,3,0,8145
13,3,1,8139
13,3,2,6707
13,4,0,6151
13,4,1,6750
13,4,2,7470
13,5,0,10284
13,5,1,7624
13,5,2,5411
13,6,0,10631
13,6,1,8473
13,6,2,9912
14,0,0,9126
14,0,1,10376
14,0,2,7530
14,1,0,7023
14,1,1,8484
14,1,2,7403
14,2,0,8944
14,2,1,7713
14,2,2,10009
14,3,0,10574
14,3,1,10265
14,3,2,5181
14,4,0,10000
14,4,1,6169
14,4,2,8393
14,5,0,5763
14,5,1,9626
14,5,2,10180
14,6,0,5196
14,6,1,6885
14,6,2,8993
15,0,0,5642
15,0,1,9185
15,0,2,8580
15,1,0,6678
15,1,1,7122
15,1,2,5021
15,2,0,6860
15,2,1,6149
15,2,2,5061
15,3,0,5024
15,3,1,6539
15,3,2,8129
15,4,0,10793
15,4,1,10575
15,4,2,8315
15,5,0,5423
15,5,1,10893
15,5,2,9822
15,6,0,8324
15,6,1,5872
15,6,2,7818
16,0,0,8056
16,0,1,6842
16,0,2,8723
16,1,0,6383
16,1,1,9781
16,1,2,7527
16,2,0,9911
16,2,1,6941
16,2,2,10904
16,3,0,9489
