ship,berth,k,value
0,0,0,9223
0,0,1,7081
0,0,2,10015
0,1,0,10101
0,1,1,5916
0,1,2,8002
0,2,0,6221
0,2,1,8201
0,2,2,9347
0,3,0,5851
0,3,1,7630
0,3,2,7284
0,4,0,6809
0,4,1,8888
0,4,2,8172
0,5,0,9009
0,5,1,10415
0,5,2,9956
1,0,0,9822
1,0,1,7737
1,0,2,6440
1,1,0,10121
1,1,1,10666
1,1,2,6493
1,2,0,5492
1,2,1,9068
1,2,2,9041
1,3,0,8496
1,3,1,6152
1,3,2,8440
1,4,0,7477
1,4,1,6865
1,4,2,5179
1,5,0,6530
1,5,1,5034
1,5,2,8125
2,0,0,8278
2,0,1,8563
2,0,2,7052
2,1,0,8938
2,1,1,8225
2,1,2,9318
2,2,0,6045
2,2,1,8248
2,2,2,10323
2,3,0,8760
2,3,1,6172
2,3,2,7907
2,4,0,9747
2,4,1,9976
2,4,2,6817
2,5,0,10256
2,5,1,5413
2,5,2,10446
3,0,0,8532
3,0,1,10288
3,0,2,5929
3,1,0,5186
3,1,1,9940
3,1,2,10856
3,2,0,6868
3,2,1,9668
3,2,2,5072
3,3,0,9841
3,3,1,6148
3,3,2,10227
3,4,0,8518
3,4,1,5014
3,4,2,10582
3,5,0,8587
3,5,1,8981
3,5,2,9126
4,0,0,8686
4,0,1,10567
4,0,2,7111
4,1,0,8806
4,1,1,6167
4,1,2,10368
4,2,0,9137
4,2,1,5820
4,2,2,6734
4,3,0,10082
4,3,1,6666
4,3,2,7691
4,4,0,5771
4,4,1,7007
4,4,2,9688
4,5,0,9979
4,5,1,8142
4,5,2,9763
5,0,0,6431
5,0,1,7431
5,0,2,8961
5,1,0,7260
5,1,1,8206
5,1,2,9293
5,2,0,7406
5,2,1,5475
5,2,2,6569
5,3,0,5483
5,3,1,9504
5,3,2,6716
5,4,0,9289
5,4,1,9472
5,4,2,8498
5,5,0,6462
5,5,1,9625
5,5,2,10537
6,0,0,8454
6,0,1,10299
6,0,2,6318
6,1,0,8119
6,1,1,10252
6,1,2,5497
6,2,0,7781
6,2,1,8669
6,2,2,5958
6,3,0,8171
6,3,1,8385
6,3,2,6492
6,4,0,9602
6,4,1,6395
6,4,2,7424
6,5,0,8758
6,5,1,8390
6,5,2,7036
7,0,0,5725
7,0,1,9794
7,0,2,8234
7,1,0,7825
7,1,1,5956
7,1,2,6874
7,2,0,6056
7,2,1,9929
7,2,2,5649
7,3,0,8288
7,3,1,5783
7,3,2,5735
7,4,0,6009
7,4,1,6185
7,4,2,5464
7,5,0,6701
7,5,1,5795
7,5,2,9263
8,0,0,7510
8,0,1,8204
8,0,2,9430
8,1,0,7983
8,1,1,5403
8,1,2,5745
8,2,0,5691
8,2,1,5541
8,2,2,6814
8,3,0,9973
8,3,1,7921
8,3,2,7223
8,4,0,6455
8,4,1,6660
8,4,2,6775
8,5,0,7541
8,5,1,9761
8,5,2,6169
9,0,0,7453
9,0,1,6966
9,0,2,6558
9,1,0,9056
9,1,1,9285
9,1,2,9416
9,2,0,8976
9,2,1,5101
9,2,2,10502
9,3,0,6513
9,3,1,8609
9,3,2,10571
9,4,0,6892
9,4,1,7006
9,4,2,5799
9,5,0,9465
9,5,1,9969
9,5,2,8809
10,0,0,7789
10,0,1,9553
10,0,2,6822
10,1,0,9087
10,1,1,9632
10,1,2,9539
10,2,0,6478
10,2,1,6391
10,2,2,9243
10,3,0,8013
10,3,1,10148
10,3,2,8394
10,4,0,5515
10,4,1,6577
10,4,2,8020
10,5,0,10410
10,5,1,8800
10,5,2,7987
11,0,0,5685
11,0,1,10079
11,0,2,5879
11,1,0,10035
11,1,1,9275
11,1,2,6836
11,2,0,7103
11,2,1,9633
11,2,2,6385
11,3,0,9602
11,3,1,10317
11,3,2,10028
11,4,0,5136
11,4,1,6945
11,4,2,5219
11,5,0,5068
11,5,1,8139
11,5,2,10225
12,0,0,7455
12,0,1,10064
12,0,2,6650
12,1,0,10797
12,1,1,6548
12,1,2,5163
12,2,0,10768
12,2,1,7253
12,2,2,10690
12,3,0,9051
12,3,1,6459
12,3,2,7156
12,4,0,6631
12,4,1,9659
12,4,2,9793
12,5,0,6601
12,5,1,6826
12,5,2,9515
13,0,0,5386
13,0,1,8698
13,0,2,7276
13,1,0,7547
13,1,1,6053
13,1,2,9912
13,2,0,6753
13,2,1,6389
13,2,2,8002
13,3,0,9569
13,3,1,7231
13,3,2,9354
13,4,0,9812
13,4,1,7646
13,4,2,7518
13,5,0,8641
13,5,1,6869
13,5,2,5327
14,0,0,5158
14,0,1,7994
14,0,2,6311
14,1,0,8308
14,1,1,7865
14,1,2,10398
14,2,0,5492
14,2,1,9520
14,2,2,7560
14,3,0,6294
14,3,1,7411
14,3,2,8349
14,4,0,5563
14,4,1,5991
14,4,2,10726
14,5,0,10148
14,5,1,6773
14,5,2,9305
15,0,0,5188
15,0,1,6955
15,0,2,10596
15,1,0,5029
15,1,1,8671
15,1,2,6754
15,2,0,6164
15,2,1,10936
15,2,2,10634
15,3,0,8377
15,3,1,7966
15,3,2,5924
15,4,0,5135
15,4,1,10844
15,4,2,5066
15,5,0,9741
15,5,1,8147
15,5,2,8513
16,0,0,5468
16,0,1,9218
16,0,2,10269
16,1,0,9291
16,1,1,10247
16,1,2,7353
16,2,0,6677
16,2,1,6298
16,2,2,7683
16,3,0,8795
16,3,1,5504
16,3,2,9736
16,4,0,5236
16,4,1,8352
16,4,2,6889
16,5,0,7933
16,5,1,5643
16,5,2,7239
17,0,0,5779
17,0,1,7959
17,0,2,9192
17,1,0,10244
17,1,1,6574
17,1,2,9311
17,2,0,8961
17,2,1,5304
17,2,2,8991
