ship,k,row,value
0,0,0,1139
0,0,1,1088
0,0,2,1073
0,0,3,976
0,0,4,1118
0,0,5,1070
0,0,6,1129
0,0,7,964
0,0,8,944
0,0,9,1108
0,0,10,1193
0,0,11,1051
0,0,12,976
0,0,13,1101
0,0,14,1095
0,0,15,911
0,0,16,956
0,0,17,1058
0,0,18,1156
0,0,19,1116
0,1,0,1113
0,1,1,991
0,1,2,901
0,1,3,1152
0,1,4,966
0,1,5,998
0,1,6,1123
0,1,7,1103
0,1,8,1184
0,1,9,1064
0,1,10,1100
0,1,11,962
0,1,12,1001
0,1,13,935
0,1,14,1032
0,1,15,956
0,1,16,960
0,1,17,921
0,1,18,937
0,1,19,1007
0,2,0,1038
0,2,1,1056
0,2,2,1199
0,2,3,1011
0,2,4,1159
0,2,5,1030
0,2,6,1053
0,2,7,1057
0,2,8,1116
0,2,9,978
0,2,10,1091
0,2,11,926
0,2,12,1172
0,2,13,913
0,2,14,1042
0,2,15,1027
0,2,16,1078
0,2,17,1103
0,2,18,1127
0,2,19,982
1,0,0,1091
1,0,1,1161
1,0,2,928
1,0,3,931
1,0,4,1135
1,0,5,1012
1,0,6,1079
1,0,7,946
1,0,8,1128
1,0,9,1088
1,0,10,1116
1,0,11,1161
1,0,12,931
1,0,13,1095
1,0,14,1127
1,0,15,972
1,0,16,961
1,0,17,1087
1,0,18,992
1,0,19,1152
1,1,0,1177
1,1,1,954
1,1,2,915
1,1,3,1111
1,1,4,941
1,1,5,1062
1,1,6,1120
1,1,7,1048
1,1,8,964
1,1,9,955
1,1,10,1198
1,1,11,1012
1,1,12,1090
1,1,13,1102
1,1,14,944
1,1,15,1155
1,1,16,910
1,1,17,960
1,1,18,1103
1,1,19,1058
1,2,0,1076
1,2,1,914
1,2,2,952
1,2,3,1100
1,2,4,990
1,2,5,987
1,2,6,1075
1,2,7,929
1,2,8,997
1,2,9,1193
1,2,10,957
1,2,11,1099
1,2,12,1160
1,2,13,1178
1,2,14,1006
1,2,15,930
1,2,16,1040
1,2,17,1050
1,2,18,1181
1,2,19,1194
2,0,0,923
2,0,1,1191
2,0,2,1005
2,0,3,975
2,0,4,1161
2,0,5,1008
2,0,6,998
2,0,7,903
2,0,8,1113
2,0,9,1186
2,0,10,1116
2,0,11,988
2,0,12,1021
2,0,13,1142
2,0,14,1007
2,0,15,1200
2,0,16,1039
2,0,17,1126
2,0,18,960
2,0,19,1096
2,1,0,917
2,1,1,919
2,1,2,927
2,1,3,1144
2,1,4,1095
2,1,5,945
2,1,6,976
2,1,7,955
2,1,8,1088
2,1,9,1019
2,1,10,1171
2,1,11,1104
2,1,12,986
2,1,13,1069
2,1,14,911
2,1,15,1124
2,1,16,1061
2,1,17,1147
2,1,18,1145
2,1,19,1096
2,2,0,1044
2,2,1,1034
2,2,2,929
2,2,3,943
2,2,4,937
2,2,5,1136
2,2,6,1174
2,2,7,973
2,2,8,1165
2,2,9,1159
2,2,10,930
2,2,11,1130
2,2,12,1024
2,2,13,1104
2,2,14,1092
2,2,15,972
2,2,16,958
2,2,17,1162
2,2,18,1173
2,2,19,1155
3,0,0,1177
3,0,1,1179
3,0,2,1097
3,0,3,1148
3,0,4,1100
3,0,5,1200
3,0,6,1182
3,0,7,1042
3,0,8,990
3,0,9,912
3,0,10,1125
3,0,11,901
3,0,12,939
3,0,13,1039
3,0,14,1162
3,0,15,1009
3,0,16,1109
3,0,17,964
3,0,18,1136
3,0,19,1143
3,1,0,1041
3,1,1,1100
3,1,2,1036
3,1,3,1165
3,1,4,1188
3,1,5,1038
3,1,6,1179
3,1,7,1005
3,1,8,1188
3,1,9,1190
3,1,10,1077
3,1,11,997
3,1,12,1020
3,1,13,1008
3,1,14,1051
3,1,15,1092
3,1,16,956
3,1,17,1074
3,1,18,1043
3,1,19,1129
3,2,0,1048
3,2,1,1081
3,2,2,1053
3,2,3,1133
3,2,4,986
3,2,5,906
3,2,6,1138
3,2,7,1168
3,2,8,933
3,2,9,1178
3,2,10,1047
3,2,11,1200
3,2,12,1081
3,2,13,1130
3,2,14,975
3,2,15,918
3,2,16,1008
3,2,17,942
3,2,18,956
3,2,19,1123
4,0,0,963
4,0,1,1194
4,0,2,1150
4,0,3,1011
4,0,4,953
4,0,5,927
4,0,6,1109
4,0,7,1073
4,0,8,994
4,0,9,989
4,0,10,1121
4,0,11,954
4,0,12,1065
4,0,13,1176
4,0,14,1157
4,0,15,1034
4,0,16,1000
4,0,17,1140
4,0,18,1139
4,0,19,1113
4,1,0,951
4,1,1,1075
4,1,2,1078
4,1,3,1198
4,1,4,984
4,1,5,1096
4,1,6,1105
4,1,7,1026
4,1,8,1149
4,1,9,1195
4,1,10,998
4,1,11,998
4,1,12,1028
4,1,13,970
4,1,14,986
4,1,15,1019
4,1,16,932
4,1,17,1185
4,1,18,1060
4,1,19,1134
4,2,0,1014
4,2,1,1011
4,2,2,1128
4,2,3,963
4,2,4,1120
4,2,5,1132
4,2,6,950
4,2,7,1143
4,2,8,981
4,2,9,901
4,2,10,997
4,2,11,945
4,2,12,1197
4,2,13,1037
4,2,14,973
4,2,15,1173
4,2,16,1054
4,2,17,915
4,2,18,1057
4,2,19,1094
5,0,0,1149
5,0,1,928
5,0,2,917
5,0,3,919
5,0,4,1075
5,0,5,948
5,0,6,1069
5,0,7,1107
5,0,8,1015
5,0,9,927
5,0,10,1114
5,0,11,1069
5,0,12,1177
5,0,13,956
5,0,14,906
5,0,15,1182
5,0,16,1084
5,0,17,910
5,0,18,1125
5,0,19,917
5,1,0,974
5,1,1,1102
5,1,2,1128
5,1,3,1053
5,1,4,1038
5,1,5,971
5,1,6,1192
5,1,7,1024
5,1,8,1162
5,1,9,1123
5,1,10,1150
5,1,11,991
5,1,12,1062
5,1,13,1067
5,1,14,1059
5,1,15,1148
5,1,16,975
5,1,17,1080
5,1,18,913
5,1,19,901
5,2,0,1062
5,2,1,1195
5,2,2,1050
5,2,3,1032
5,2,4,1056
5,2,5,1132
5,2,6,1094
5,2,7,1049
5,2,8,1133
5,2,9,956
5,2,10,1138
5,2,11,1118
5,2,12,1157
5,2,13,970
5,2,14,943
5,2,15,1066
5,2,16,1043
5,2,17,925
5,2,18,991
5,2,19,982
6,0,0,1046
6,0,1,1017
6,0,2,1001
6,0,3,1168
6,0,4,1143
6,0,5,968
6,0,6,1129
6,0,7,1102
6,0,8,1019
6,0,9,1066
6,0,10,1165
6,0,11,973
6,0,12,1125
6,0,13,1058
6,0,14,1081
6,0,15,960
6,0,16,978
6,0,17,968
6,0,18,986
6,0,19,1096
6,1,0,1095
6,1,1,1083
6,1,2,1158
6,1,3,1133
6,1,4,933
6,1,5,1100
6,1,6,1101
6,1,7,1008
6,1,8,1161
6,1,9,974
6,1,10,1158
6,1,11,934
6,1,12,1182
6,1,13,1018
6,1,14,1133
6,1,15,1003
6,1,16,1109
6,1,17,1096
6,1,18,933
6,1,19,963
6,2,0,1041
6,2,1,943
6,2,2,1171
6,2,3,1068
6,2,4,973
6,2,5,1080
6,2,6,1143
6,2,7,999
6,2,8,1115
6,2,9,1058
6,2,10,958
6,2,11,1152
6,2,12,994
6,2,13,918
6,2,14,915
6,2,15,1035
6,2,16,1144
6,2,17,1018
6,2,18,1124
6,2,19,977
7,0,0,940
7,0,1,1180
7,0,2,921
7,0,3,1040
7,0,4,1112
7,0,5,945
7,0,6,1121
7,0,7,989
7,0,8,1022
7,0,9,996
7,0,10,975
7,0,11,978
7,0,12,973
7,0,13,1068
7,0,14,1195
7,0,15,912
7,0,16,1013
7,0,17,1122
7,0,18,1052
7,0,19,916
7,1,0,1014
7,1,1,965
7,1,2,1073
7,1,3,1055
7,1,4,1126
7,1,5,909
7,1,6,944
7,1,7,1128
7,1,8,1094
7,1,9,987
7,1,10,1193
7,1,11,1084
7,1,12,1004
7,1,13,1107
7,1,14,1195
7,1,15,939
7,1,16,1110
7,1,17,1006
7,1,18,1041
7,1,19,946
7,2,0,1089
7,2,1,946
7,2,2,1082
7,2,3,1055
7,2,4,1034
7,2,5,1030
7,2,6,966
7,2,7,1115
7,2,8,1072
7,2,9,1004
7,2,10,1101
7,2,11,1175
7,2,12,1147
7,2,13,1101
7,2,14,907
7,2,15,1165
7,2,16,1198
7,2,17,1045
7,2,18,1184
7,2,19,1014
8,0,0,1116
8,0,1,960
8,0,2,1193
8,0,3,1044
8,0,4,905
8,0,5,902
8,0,6,968
8,0,7,963
8,0,8,1014
8,0,9,909
8,0,10,910
8,0,11,974
8,0,12,908
8,0,13,1133
8,0,14,1078
8,0,15,939
8,0,16,1082
8,0,17,1101
8,0,18,935
8,0,19,964
8,1,0,976
8,1,1,1132
8,1,2,1119
8,1,3,1106
8,1,4,1039
8,1,5,1027
8,1,6,930
8,1,7,1180
8,1,8,938
8,1,9,1150
8,1,10,1200
8,1,11,983
8,1,12,1172
8,1,13,900
8,1,14,1016
8,1,15,1052
8,1,16,900
8,1,17,1172
8,1,18,1155
8,1,19,1192
8,2,0,984
8,2,1,1110
8,2,2,969
8,2,3,907
8,2,4,1005
8,2,5,1146
8,2,6,1042
8,2,7,962
8,2,8,1000
8,2,9,1089
8,2,10,1023
8,2,11,1099
8,2,12,958
8,2,13,1188
8,2,14,1059
8,2,15,1180
8,2,16,1193
8,2,17,998
8,2,18,1050
8,2,19,909
9,0,0,992
9,0,1,900
9,0,2,921
9,0,3,1109
9,0,4,1098
9,0,5,1035
9,0,6,925
9,0,7,1082
9,0,8,1162
9,0,9,1078
9,0,10,1111
9,0,11,912
9,0,12,950
9,0,13,943
9,0,14,1050
9,0,15,1157
9,0,16,1176
9,0,17,958
9,0,18,1174
9,0,19,920
9,1,0,1093
9,1,1,1132
9,1,2,1196
9,1,3,904
9,1,4,1041
9,1,5,1178
9,1,6,959
9,1,7,1192
9,1,8,943
9,1,9,1174
9,1,10,1197
9,1,11,1152
9,1,12,1095
9,1,13,1185
9,1,14,1171
9,1,15,1004
9,1,16,1095
9,1,17,1085
9,1,18,1196
9,1,19,1108
9,2,0,1101
9,2,1,1085
9,2,2,1143
9,2,3,1017
9,2,4,1130
9,2,5,911
9,2,6,1028
