ship,k,row,value
0,0,0,1167
0,0,1,1153
0,0,2,1183
0,0,3,1092
0,0,4,1074
0,0,5,944
0,0,6,1190
0,0,7,1072
0,0,8,1151
0,0,9,1200
0,0,10,1058
0,0,11,1083
0,0,12,1131
0,0,13,1151
0,0,14,981
0,0,15,968
0,0,16,1108
0,0,17,1010
0,0,18,910
0,0,19,1000
0,1,0,960
0,1,1,965
0,1,2,986
0,1,3,1098
0,1,4,934
0,1,5,972
0,1,6,932
0,1,7,963
0,1,8,1070
0,1,9,1058
0,1,10,900
0,1,11,1059
0,1,12,955
0,1,13,1182
0,1,14,1136
0,1,15,1186
0,1,16,921
0,1,17,1198
0,1,18,1053
0,1,19,1005
0,2,0,1164
0,2,1,1191
0,2,2,1034
0,2,3,1030
0,2,4,1160
0,2,5,1075
0,2,6,1129
0,2,7,946
0,2,8,904
0,2,9,1135
0,2,10,991
0,2,11,1049
0,2,12,941
0,2,13,1126
0,2,14,1057
0,2,15,1093
0,2,16,1044
0,2,17,1009
0,2,18,1009
0,2,19,1200
1,0,0,945
1,0,1,988
1,0,2,1111
1,0,3,940
1,0,4,1090
1,0,5,1126
1,0,6,1141
1,0,7,1176
1,0,8,939
1,0,9,1033
1,0,10,977
1,0,11,1192
1,0,12,1107
1,0,13,1015
1,0,14,1183
1,0,15,1079
1,0,16,1085
1,0,17,1125
1,0,18,1139
1,0,19,1046
1,1,0,926
1,1,1,1061
1,1,2,1123
1,1,3,1052
1,1,4,1107
1,1,5,1143
1,1,6,1200
1,1,7,982
1,1,8,1151
1,1,9,1031
1,1,10,1140
1,1,11,1082
1,1,12,1002
1,1,13,1176
1,1,14,1158
1,1,15,1025
1,1,16,1167
1,1,17,1183
1,1,18,921
1,1,19,1015
1,2,0,1179
1,2,1,1102
1,2,2,1092
1,2,3,969
1,2,4,1183
1,2,5,977
1,2,6,928
1,2,7,941
1,2,8,964
1,2,9,1147
1,2,10,1045
1,2,11,1146
1,2,12,1114
1,2,13,1059
1,2,14,1197
1,2,15,1142
1,2,16,1156
1,2,17,936
1,2,18,1124
1,2,19,1186
2,0,0,968
2,0,1,904
2,0,2,917
2,0,3,981
2,0,4,1184
2,0,5,1185
2,0,6,1037
2,0,7,1009
2,0,8,1036
2,0,9,945
2,0,10,1106
2,0,11,1034
2,0,12,1121
2,0,13,1085
2,0,14,1048
2,0,15,1029
2,0,16,1078
2,0,17,1054
2,0,18,1127
2,0,19,1018
2,1,0,1003
2,1,1,1024
2,1,2,1074
2,1,3,972
2,1,4,973
2,1,5,1065
2,1,6,917
2,1,7,968
2,1,8,986
2,1,9,1075
2,1,10,1052
2,1,11,1176
2,1,12,1171
2,1,13,1030
2,1,14,937
2,1,15,1130
2,1,16,1022
2,1,17,1025
2,1,18,1101
2,1,19,1083
2,2,0,1136
2,2,1,1137
2,2,2,912
2,2,3,1017
2,2,4,981
2,2,5,1031
2,2,6,957
2,2,7,1092
2,2,8,1131
2,2,9,1119
2,2,10,989
2,2,11,1134
2,2,12,970
2,2,13,1132
2,2,14,1184
2,2,15,1110
2,2,16,918
2,2,17,1041
