ship,k,row,value
0,0,0,1124
0,0,1,1022
0,0,2,1057
0,0,3,1156
0,0,4,1023
0,0,5,1004
0,0,6,1008
0,0,7,1187
0,0,8,904
0,0,9,1181
0,0,10,1177
0,0,11,997
0,0,12,1083
0,0,13,1120
0,0,14,1072
0,0,15,1078
0,0,16,1200
0,0,17,1180
0,0,18,1163
0,0,19,1165
0,1,0,1165
0,1,1,1197
0,1,2,1011
0,1,3,975
0,1,4,1138
0,1,5,1067
0,1,6,934
0,1,7,1002
0,1,8,912
0,1,9,1071
0,1,10,927
0,1,11,1183
0,1,12,1023
0,1,13,1149
0,1,14,1188
0,1,15,1059
0,1,16,1164
0,1,17,994
0,1,18,1038
0,1,19,1178
0,2,0,1144
0,2,1,1135
0,2,2,1193
0,2,3,981
0,2,4,911
0,2,5,1089
0,2,6,1156
0,2,7,1194
0,2,8,978
0,2,9,1009
0,2,10,966
0,2,11,909
0,2,12,1136
0,2,13,994
0,2,14,1197
0,2,15,1041
0,2,16,1155
0,2,17,1073
0,2,18,965
0,2,19,1049
1,0,0,1125
1,0,1,1039
1,0,2,1109
1,0,3,902
1,0,4,1046
1,0,5,1154
1,0,6,1009
1,0,7,1129
1,0,8,936
1,0,9,993
1,0,10,1037
1,0,11,919
1,0,12,1025
1,0,13,1147
1,0,14,959
1,0,15,1198
1,0,16,962
1,0,17,905
1,0,18,1068
1,0,19,1004
1,1,0,1058
1,1,1,976
1,1,2,914
1,1,3,1102
1,1,4,1052
1,1,5,1047
1,1,6,945
1,1,7,1020
1,1,8,1051
1,1,9,1163
1,1,10,1183
1,1,11,1034
1,1,12,1142
1,1,13,1154
1,1,14,1199
1,1,15,948
1,1,16,1083
1,1,17,1164
1,1,18,1187
1,1,19,1119
1,2,0,1166
1,2,1,1178
1,2,2,1063
1,2,3,941
1,2,4,938
1,2,5,921
1,2,6,966
1,2,7,1178
1,2,8,1188
1,2,9,1036
1,2,10,1122
1,2,11,1019
1,2,12,1003
1,2,13,1022
1,2,14,1095
1,2,15,986
1,2,16,1064
1,2,17,1030
1,2,18,942
1,2,19,1015
2,0,0,1015
2,0,1,1067
2,0,2,1087
2,0,3,1147
2,0,4,1184
2,0,5,971
2,0,6,1022
2,0,7,1199
2,0,8,974
2,0,9,916
2,0,10,963
2,0,11,1163
2,0,12,1007
2,0,13,1110
2,0,14,1074
2,0,15,1067
2,0,16,1197
2,0,17,988
2,0,18,1193
2,0,19,1128
2,1,0,1100
2,1,1,1089
2,1,2,1042
2,1,3,1044
2,1,4,1100
2,1,5,1172
2,1,6,1118
2,1,7,998
2,1,8,1196
2,1,9,1125
2,1,10,1183
2,1,11,1073
2,1,12,1069
2,1,13,1045
2,1,14,1112
2,1,15,907
2,1,16,1032
2,1,17,1067
2,1,18,967
2,1,19,1057
2,2,0,1175
2,2,1,1172
2,2,2,1118
2,2,3,1025
2,2,4,1043
2,2,5,939
2,2,6,1167
2,2,7,1039
2,2,8,1103
2,2,9,988
2,2,10,1169
2,2,11,1048
2,2,12,1149
2,2,13,1163
2,2,14,972
2,2,15,984
2,2,16,1186
2,2,17,945
2,2,18,1021
2,2,19,1143
3,0,0,1164
3,0,1,964
3,0,2,997
3,0,3,946
3,0,4,1026
3,0,5,1105
3,0,6,905
3,0,7,1126
3,0,8,1161
3,0,9,953
3,0,10,1120
3,0,11,1077
3,0,12,1099
3,0,13,1129
3,0,14,1046
3,0,15,1059
3,0,16,1185
3,0,17,907
3,0,18,1043
3,0,19,1070
3,1,0,1081
3,1,1,1176
3,1,2,963
3,1,3,1015
3,1,4,1013
3,1,5,1199
3,1,6,1187
3,1,7,1152
3,1,8,1000
3,1,9,1040
