ship,k,row,value
0,0,0,1053
0,0,1,1173
0,0,2,1084
0,0,3,978
0,0,4,1064
0,0,5,1100
0,0,6,1092
0,0,7,1141
0,0,8,1084
0,0,9,932
0,0,10,1015
0,0,11,1078
0,0,12,1117
0,0,13,980
0,0,14,1058
0,0,15,1010
0,0,16,1133
0,0,17,1055
0,0,18,908
0,0,19,1060
0,1,0,1123
0,1,1,907
0,1,2,906
0,1,3,995
0,1,4,1151
0,1,5,1126
0,1,6,1180
0,1,7,1135
0,1,8,985
0,1,9,1157
0,1,10,1001
0,1,11,1033
0,1,12,1069
0,1,13,1177
0,1,14,1129
0,1,15,1137
0,1,16,993
0,1,17,1119
0,1,18,1037
0,1,19,1129
0,2,0,1180
0,2,1,1195
0,2,2,1165
0,2,3,1195
0,2,4,1030
0,2,5,998
0,2,6,1134
0,2,7,908
0,2,8,1135
0,2,9,1007
0,2,10,900
0,2,11,980
0,2,12,1068
0,2,13,961
0,2,14,1152
0,2,15,937
0,2,16,1077
0,2,17,900
0,2,18,1018
0,2,19,1136
1,0,0,966
1,0,1,970
1,0,2,1057
1,0,3,1167
1,0,4,969
1,0,5,1109
1,0,6,1198
1,0,7,905
1,0,8,1012
1,0,9,1130
1,0,10,955
1,0,11,1125
1,0,12,937
1,0,13,1151
1,0,14,1179
1,0,15,1047
1,0,16,1164
1,0,17,931
1,0,18,1002
1,0,19,1054
1,1,0,1016
1,1,1,1064
1,1,2,1135
1,1,3,985
1,1,4,1080
1,1,5,1179
1,1,6,906
1,1,7,1169
1,1,8,1078
1,1,9,901
1,1,10,1176
1,1,11,1088
1,1,12,937
1,1,13,951
1,1,14,922
1,1,15,964
1,1,16,1075
1,1,17,1064
1,1,18,1050
1,1,19,1102
1,2,0,1102
1,2,1,969
1,2,2,1030
1,2,3,1179
1,2,4,926
1,2,5,993
1,2,6,927
1,2,7,929
1,2,8,1009
1,2,9,1150
1,2,10,946
1,2,11,979
1,2,12,1070
1,2,13,1095
1,2,14,1025
1,2,15,963
1,2,16,1056
1,2,17,1178
1,2,18,1153
1,2,19,1082
2,0,0,1051
2,0,1,973
2,0,2,1127
2,0,3,1104
2,0,4,938
2,0,5,997
2,0,6,937
2,0,7,1183
2,0,8,1058
2,0,9,1103
2,0,10,909
2,0,11,1101
2,0,12,1035
2,0,13,957
2,0,14,902
2,0,15,1150
2,0,16,977
2,0,17,1027
2,0,18,1055
2,0,19,1112
2,1,0,1049
2,1,1,903
2,1,2,936
2,1,3,961
2,1,4,911
2,1,5,926
2,1,6,1075
2,1,7,900
2,1,8,970
2,1,9,1036
2,1,10,911
2,1,11,1051
2,1,12,990
2,1,13,1129
2,1,14,925
2,1,15,1082
2,1,16,1050
2,1,17,1139
2,1,18,1136
2,1,19,1031
2,2,0,1039
2,2,1,1155
2,2,2,917
2,2,3,1150
2,2,4,1121
2,2,5,1100
2,2,6,927
2,2,7,1167
2,2,8,1145
2,2,9,1198
2,2,10,1041
2,2,11,998
2,2,12,956
2,2,13,1003
2,2,14,1134
2,2,15,1006
2,2,16,908
2,2,17,1133
2,2,18,1066
2,2,19,945
3,0,0,1112
3,0,1,922
3,0,2,963
3,0,3,1140
3,0,4,1127
3,0,5,1065
3,0,6,914
3,0,7,1116
3,0,8,1135
3,0,9,1001
3,0,10,1178
3,0,11,1138
3,0,12,927
3,0,13,1152
3,0,14,1098
3,0,15,1192
3,0,16,942
3,0,17,1028
3,0,18,1140
3,0,19,1127
3,1,0,910
3,1,1,1020
3,1,2,931
3,1,3,910
3,1,4,1198
3,1,5,1009
3,1,6,1164
3,1,7,916
3,1,8,956
3,1,9,953
3,1,10,916
3,1,11,1140
3,1,12,1030
3,1,13,1060
3,1,14,1169
3,1,15,979
3,1,16,1087
3,1,17,1178
3,1,18,1148
3,1,19,1192
3,2,0,978
3,2,1,1074
3,2,2,1151
3,2,3,1157
3,2,4,1051
3,2,5,1172
3,2,6,934
3,2,7,1061
3,2,8,1112
3,2,9,1091
3,2,10,951
3,2,11,1096
3,2,12,1183
3,2,13,920
3,2,14,975
3,2,15,1164
3,2,16,1125
3,2,17,1098
3,2,18,1006
3,2,19,939
4,0,0,988
4,0,1,966
4,0,2,1050
4,0,3,996
4,0,4,973
4,0,5,955
4,0,6,1020
4,0,7,1163
4,0,8,959
4,0,9,1132
4,0,10,942
4,0,11,1008
4,0,12,1160
4,0,13,935
4,0,14,1106
4,0,15,994
4,0,16,1199
4,0,17,1147
4,0,18,910
4,0,19,1160
4,1,0,1032
4,1,1,1081
4,1,2,919
4,1,3,936
4,1,4,1189
4,1,5,976
4,1,6,1044
4,1,7,909
4,1,8,1118
4,1,9,992
4,1,10,956
4,1,11,950
4,1,12,938
4,1,13,938
4,1,14,1096
4,1,15,1068
4,1,16,1079
4,1,17,1198
4,1,18,1133
4,1,19,1191
4,2,0,1096
4,2,1,946
4,2,2,1014
4,2,3,1114
4,2,4,985
4,2,5,1137
4,2,6,942
4,2,7,1170
4,2,8,945
4,2,9,1010
4,2,10,936
4,2,11,1127
4,2,12,1139
4,2,13,901
4,2,14,1008
4,2,15,1195
4,2,16,959
4,2,17,936
4,2,18,992
4,2,19,1148
5,0,0,1158
5,0,1,1188
5,0,2,1026
5,0,3,1061
5,0,4,1069
5,0,5,1089
5,0,6,966
5,0,7,965
5,0,8,1159
5,0,9,1142
5,0,10,967
5,0,11,901
5,0,12,1116
5,0,13,1079
5,0,14,1038
5,0,15,1044
5,0,16,1135
5,0,17,902
5,0,18,1109
5,0,19,1093
5,1,0,1122
5,1,1,1192
5,1,2,1107
5,1,3,1079
5,1,4,1061
5,1,5,1095
5,1,6,928
5,1,7,973
5,1,8,1039
5,1,9,927
5,1,10,1036
5,1,11,1145
5,1,12,1122
5,1,13,923
5,1,14,926
5,1,15,1094
5,1,16,1035
5,1,17,1136
5,1,18,1034
5,1,19,934
5,2,0,1167
5,2,1,973
5,2,2,1182
5,2,3,1132
5,2,4,1067
5,2,5,970
5,2,6,1173
5,2,7,1010
5,2,8,1058
5,2,9,928
5,2,10,903
5,2,11,943
5,2,12,932
5,2,13,968
5,2,14,1148
5,2,15,1037
5,2,16,1155
5,2,17,919
5,2,18,1088
5,2,19,1166
6,0,0,1024
6,0,1,900
6,0,2,1028
6,0,3,1010
6,0,4,973
6,0,5,913
6,0,6,1158
6,0,7,960
6,0,8,923
6,0,9,1059
6,0,10,1167
6,0,11,1190
6,0,12,1027
6,0,13,921
6,0,14,953
6,0,15,1033
6,0,16,964
6,0,17,937
6,0,18,945
6,0,19,1112
6,1,0,1194
6,1,1,1062
6,1,2,1089
6,1,3,927
6,1,4,939
6,1,5,1049
6,1,6,1047
6,1,7,922
6,1,8,1150
6,1,9,909
6,1,10,1118
6,1,11,1154
6,1,12,951
6,1,13,984
6,1,14,954
6,1,15,1127
6,1,16,1128
6,1,17,1055
6,1,18,1110
6,1,19,983
6,2,0,1155
6,2,1,1157
6,2,2,1007
6,2,3,1025
6,2,4,940
6,2,5,1129
6,2,6,1166
6,2,7,1187
6,2,8,924
6,2,9,1087
6,2,10,1183
6,2,11,1126
6,2,12,1029
6,2,13,1006
6,2,14,1100
6,2,15,935
6,2,16,1092
6,2,17,1176
6,2,18,1037
6,2,19,965
7,0,0,956
7,0,1,988
7,0,2,1035
7,0,3,994
7,0,4,1117
7,0,5,1155
7,0,6,1188
7,0,7,1032
7,0,8,1179
7,0,9,1106
7,0,10,1200
7,0,11,1198
7,0,12,920
7,0,13,1177
7,0,14,902
7,0,15,1091
7,0,16,1024
7,0,17,927
7,0,18,1064
7,0,19,978
7,1,0,1071
7,1,1,1082
7,1,2,1091
7,1,3,1149
7,1,4,1159
7,1,5,1187
7,1,6,1100
7,1,7,939
7,1,8,1001
7,1,9,1045
7,1,10,1044
7,1,11,1112
7,1,12,920
7,1,13,1016
7,1,14,969
7,1,15,910
7,1,16,1100
7,1,17,1118
7,1,18,1134
7,1,19,1095
7,2,0,1008
7,2,1,1046
7,2,2,1175
7,2,3,949
7,2,4,1084
7,2,5,1018
7,2,6,1139
7,2,7,962
7,2,8,1011
7,2,9,1118
7,2,10,990
7,2,11,943
7,2,12,1056
7,2,13,943
7,2,14,1135
7,2,15,1116
7,2,16,1119
7,2,17,1101
7,2,18,920
7,2,19,1043
8,0,0,1028
8,0,1,900
8,0,2,915
8,0,3,1143
8,0,4,922
8,0,5,1010
8,0,6,1099
8,0,7,1043
8,0,8,1022
8,0,9,1129
8,0,10,1026
8,0,11,948
8,0,12,1003
8,0,13,912
8,0,14,1002
8,0,15,933
8,0,16,1097
8,0,17,1110
8,0,18,1002
