ship,k,row,value
0,0,0,1008
0,0,1,1109
0,0,2,1126
0,0,3,1191
0,0,4,903
0,0,5,1048
0,0,6,1001
0,0,7,1119
0,0,8,914
0,0,9,1113
0,0,10,1198
0,0,11,1133
0,0,12,1169
0,0,13,996
0,0,14,1151
0,0,15,1074
0,0,16,1036
0,0,17,994
0,0,18,1191
0,0,19,935
0,1,0,1145
0,1,1,961
0,1,2,917
0,1,3,1080
0,1,4,986
0,1,5,941
0,1,6,954
0,1,7,1169
0,1,8,913
0,1,9,900
0,1,10,1014
0,1,11,1015
0,1,12,1177
0,1,13,999
0,1,14,1173
0,1,15,1147
0,1,16,937
0,1,17,917
0,1,18,1126
0,1,19,1166
0,2,0,915
0,2,1,964
0,2,2,1066
0,2,3,912
0,2,4,994
0,2,5,914
0,2,6,1173
0,2,7,1108
0,2,8,980
0,2,9,1046
0,2,10,1139
0,2,11,911
0,2,12,1078
0,2,13,1146
0,2,14,1041
0,2,15,1154
0,2,16,1196
0,2,17,1040
0,2,18,1003
0,2,19,1033
1,0,0,934
1,0,1,1048
1,0,2,1041
1,0,3,910
1,0,4,936
1,0,5,1185
1,0,6,1002
1,0,7,1145
1,0,8,1107
1,0,9,941
1,0,10,1145
1,0,11,1086
1,0,12,1059
1,0,13,1088
1,0,14,1127
1,0,15,923
1,0,16,1187
1,0,17,952
1,0,18,967
1,0,19,914
1,1,0,1174
1,1,1,1070
1,1,2,959
1,1,3,1179
1,1,4,1158
1,1,5,969
1,1,6,925
1,1,7,1087
1,1,8,935
1,1,9,1198
1,1,10,1190
1,1,11,1054
1,1,12,1085
1,1,13,1042
1,1,14,1009
1,1,15,978
1,1,16,1016
1,1,17,939
1,1,18,965
1,1,19,1157
1,2,0,961
1,2,1,912
1,2,2,1146
1,2,3,1003
1,2,4,1089
1,2,5,1081
1,2,6,1073
1,2,7,1186
1,2,8,1131
1,2,9,1128
1,2,10,1051
1,2,11,901
1,2,12,1101
1,2,13,1108
1,2,14,1057
1,2,15,1056
1,2,16,1089
1,2,17,976
1,2,18,941
1,2,19,1069
2,0,0,907
2,0,1,951
2,0,2,1046
2,0,3,1027
2,0,4,1006
2,0,5,1018
2,0,6,1014
2,0,7,1005
2,0,8,1020
2,0,9,1099
2,0,10,972
2,0,11,1145
2,0,12,999
2,0,13,1129
2,0,14,920
2,0,15,1087
2,0,16,1036
2,0,17,1002
2,0,18,916
2,0,19,1006
2,1,0,941
2,1,1,1179
2,1,2,969
2,1,3,933
2,1,4,1106
2,1,5,1047
2,1,6,1065
2,1,7,922
2,1,8,1046
2,1,9,1137
2,1,10,915
2,1,11,1093
2,1,12,1145
2,1,13,1092
2,1,14,1126
2,1,15,1162
2,1,16,959
2,1,17,925
2,1,18,962
2,1,19,1019
2,2,0,1197
2,2,1,935
2,2,2,1133
2,2,3,1105
2,2,4,1199
2,2,5,1003
2,2,6,1086
2,2,7,1096
2,2,8,1117
2,2,9,943
2,2,10,1098
2,2,11,1151
2,2,12,1111
2,2,13,986
2,2,14,938
2,2,15,969
2,2,16,1136
2,2,17,1174
2,2,18,903
2,2,19,1084
3,0,0,1179
3,0,1,1122
3,0,2,1111
3,0,3,918
3,0,4,1108
3,0,5,1043
3,0,6,912
3,0,7,1067
3,0,8,1171
3,0,9,1156
3,0,10,1100
3,0,11,922
3,0,12,949
3,0,13,1192
3,0,14,968
3,0,15,1092
3,0,16,1189
3,0,17,1054
3,0,18,1025
3,0,19,947
3,1,0,1084
3,1,1,1116
3,1,2,1069
3,1,3,992
3,1,4,1187
3,1,5,1041
3,1,6,929
3,1,7,1109
3,1,8,969
3,1,9,1047
3,1,10,1164
3,1,11,1158
3,1,12,905
3,1,13,1168
3,1,14,930
3,1,15,1080
3,1,16,1141
3,1,17,1045
3,1,18,1144
3,1,19,918
3,2,0,1092
3,2,1,939
3,2,2,1032
3,2,3,901
3,2,4,1014
3,2,5,1163
3,2,6,960
3,2,7,1108
3,2,8,1194
3,2,9,1088
3,2,10,1125
3,2,11,916
3,2,12,1047
3,2,13,913
3,2,14,904
3,2,15,925
3,2,16,1164
3,2,17,1012
3,2,18,931
3,2,19,984
4,0,0,1169
4,0,1,961
4,0,2,926
4,0,3,1177
4,0,4,1136
4,0,5,1083
4,0,6,1128
4,0,7,1129
4,0,8,1148
4,0,9,1180
4,0,10,1181
4,0,11,1100
4,0,12,911
4,0,13,1034
4,0,14,904
4,0,15,1135
4,0,16,1039
4,0,17,1184
4,0,18,1133
4,0,19,1168
4,1,0,1193
4,1,1,1123
4,1,2,981
4,1,3,1113
4,1,4,1136
4,1,5,1000
4,1,6,1165
4,1,7,904
4,1,8,1081
4,1,9,1112
4,1,10,1060
4,1,11,996
4,1,12,1142
4,1,13,1177
4,1,14,1131
4,1,15,1110
4,1,16,1022
4,1,17,1129
4,1,18,971
4,1,19,1130
4,2,0,1049
4,2,1,1079
4,2,2,932
4,2,3,1188
4,2,4,1034
4,2,5,1187
4,2,6,965
4,2,7,1055
4,2,8,958
4,2,9,1135
4,2,10,958
4,2,11,1040
4,2,12,904
4,2,13,1178
4,2,14,1048
4,2,15,902
4,2,16,1150
4,2,17,1099
4,2,18,949
4,2,19,1190
5,0,0,1042
5,0,1,1055
5,0,2,1091
5,0,3,1141
5,0,4,1131
5,0,5,1039
5,0,6,1070
5,0,7,1150
5,0,8,959
5,0,9,1190
5,0,10,1193
5,0,11,1157
5,0,12,1057
5,0,13,1046
5,0,14,916
5,0,15,1053
5,0,16,997
5,0,17,1015
5,0,18,1171
5,0,19,1139
5,1,0,1073
5,1,1,1105
5,1,2,983
5,1,3,1056
5,1,4,1139
5,1,5,963
5,1,6,1163
5,1,7,1003
5,1,8,1032
5,1,9,1158
5,1,10,957
5,1,11,945
5,1,12,979
5,1,13,1103
5,1,14,963
5,1,15,1042
5,1,16,992
5,1,17,1151
5,1,18,1154
5,1,19,1004
5,2,0,1098
5,2,1,1051
5,2,2,962
5,2,3,1067
5,2,4,1113
5,2,5,1147
5,2,6,1081
5,2,7,1006
5,2,8,1196
5,2,9,969
5,2,10,1110
5,2,11,1126
5,2,12,1176
5,2,13,1135
5,2,14,1086
5,2,15,1057
5,2,16,917
5,2,17,1042
5,2,18,1140
5,2,19,1090
6,0,0,1101
6,0,1,1191
6,0,2,962
6,0,3,1030
6,0,4,1188
6,0,5,1147
6,0,6,979
6,0,7,1081
6,0,8,1130
6,0,9,1168
6,0,10,972
6,0,11,996
6,0,12,1101
6,0,13,963
6,0,14,934
6,0,15,903
6,0,16,1177
6,0,17,1051
6,0,18,1115
6,0,19,1077
6,1,0,1059
6,1,1,1020
6,1,2,904
6,1,3,965
6,1,4,985
6,1,5,968
6,1,6,1075
6,1,7,1027
6,1,8,1044
6,1,9,1142
6,1,10,1095
6,1,11,992
6,1,12,922
6,1,13,956
6,1,14,1189
6,1,15,1070
6,1,16,977
6,1,17,1010
6,1,18,1139
6,1,19,1001
6,2,0,1080
6,2,1,998
6,2,2,962
6,2,3,1187
6,2,4,1046
6,2,5,1170
6,2,6,1117
6,2,7,1170
6,2,8,1172
6,2,9,1179
6,2,10,988
6,2,11,1147
6,2,12,996
6,2,13,1179
6,2,14,1014
6,2,15,1027
6,2,16,976
6,2,17,971
6,2,18,1096
6,2,19,1196
7,0,0,1150
7,0,1,1168
7,0,2,1107
7,0,3,1139
7,0,4,927
7,0,5,953
7,0,6,947
7,0,7,1012
7,0,8,947
7,0,9,1053
7,0,10,967
7,0,11,905
7,0,12,1103
7,0,13,1195
7,0,14,1117
7,0,15,1109
7,0,16,953
7,0,17,1188
7,0,18,920
7,0,19,1156
7,1,0,1169
7,1,1,1079
7,1,2,1144
7,1,3,1200
7,1,4,924
7,1,5,1161
7,1,6,918
7,1,7,1018
7,1,8,1141
7,1,9,1074
7,1,10,1143
7,1,11,903
7,1,12,1067
7,1,13,1085
7,1,14,1059
7,1,15,1018
7,1,16,1059
7,1,17,988
7,1,18,1137
7,1,19,921
7,2,0,1053
7,2,1,1017
7,2,2,1089
7,2,3,1170
7,2,4,994
7,2,5,913
7,2,6,1149
7,2,7,962
7,2,8,1185
7,2,9,1162
7,2,10,931
7,2,11,1053
7,2,12,995
7,2,13,1099
7,2,14,1151
7,2,15,1155
7,2,16,1054
7,2,17,1084
7,2,18,1126
7,2,19,919
8,0,0,1003
8,0,1,1161
8,0,2,993
8,0,3,1040
8,0,4,1044
8,0,5,944
8,0,6,961
8,0,7,1011
8,0,8,1200
8,0,9,1009
8,0,10,1063
8,0,11,1010
8,0,12,984
8,0,13,1037
8,0,14,1001
8,0,15,1165
8,0,16,1053
8,0,17,925
8,0,18,1034
8,0,19,1171
8,1,0,999
8,1,1,1027
8,1,2,1053
8,1,3,955
8,1,4,1086
8,1,5,1135
8,1,6,1160
8,1,7,989
8,1,8,1197
8,1,9,1128
8,1,10,1164
8,1,11,1087
8,1,12,927
8,1,13,1042
8,1,14,1071
8,1,15,1197
8,1,16,1125
8,1,17,1102
8,1,18,1140
8,1,19,966
8,2,0,988
8,2,1,1090
8,2,2,1086
8,2,3,999
8,2,4,910
8,2,5,1191
8,2,6,982
8,2,7,901
8,2,8,1074
8,2,9,1008
8,2,10,1097
8,2,11,997
8,2,12,1193
8,2,13,1198
8,2,14,1148
8,2,15,948
8,2,16,909
8,2,17,983
8,2,18,1004
8,2,19,1181
